,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35060330010001,509,54.5,92.4,563.9,221,96.0,28.0,71.0,13.0,,,,,,,,,,,219.0,,,,7.0,,58,,,,,,,16.0,,10.0,,,,,,,,,,9.0,,,,17.0,,,13.0,20.0,,16.0,,18.0,,,26.0,23.0,27.0,81.0,,12.0,
35060330010002,591,52.6,152.7,460.9,231,77.0,41.0,79.0,15.0,8.0,,,5.0,,,,,,,231.0,,,,8.0,,16,,,,,,,,,,,,,,,,,,,5.0,,47.0,,10.0,,,,7.0,,,,,,,,,,23.0,,5.0,
35060330010003,478,54.8,177.8,900.0,207,66.0,39.0,83.0,7.0,7.0,,,,,,,,,,206.0,,,,12.0,,18,,,,,,,7.0,,,,,,,,,,,,,,36.0,,21.0,,,,21.0,,,,,,,,,,,,,
35060330010004,490,55.5,102.3,624.2,203,88.0,25.0,59.0,11.0,7.0,,,,,,,5.0,,,202.0,,,,6.0,,9,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,6.0,,,,,,,,,15.0,,,,
35060330010005,482,59.9,95.2,1008.0,188,71.0,32.0,66.0,9.0,5.0,,,,,,,,,,188.0,,,,17.0,,43,,,14.0,,,,12.0,,,,,,,,,,,,,,,,276.0,,25.0,11.0,25.0,,8.0,,,,,,,,31.0,,,
35060330010006,532,52.0,84.5,422.0,204,56.0,49.0,76.0,11.0,9.0,,,,,,,,,,204.0,,,,23.0,,42,,,10.0,,,,12.0,,,,,,,,,,,,6.0,,,,175.0,,15.0,,28.0,16.0,,,,,,,,31.0,25.0,,6.0,
35060330010007,537,50.9,80.1,452.8,210,61.0,31.0,81.0,19.0,11.0,,,,,,,,,,207.0,,,,18.0,,50,,,12.0,,,,19.0,,,,,,,,,,,,,,,,253.0,,12.0,11.0,78.0,,12.0,,,,,,,,,,,
35060340010001,661,52.3,196.1,513.6,263,82.0,65.0,87.0,14.0,5.0,,,,,,,,,,262.0,,,,7.0,,44,,,10.0,,,,13.0,,,,,,,,,,,,5.0,,,,54.0,,,14.0,47.0,,6.0,,15.0,,,14.0,15.0,13.0,,,11.0,
35060340010002,629,51.9,206.7,372.9,263,88.0,43.0,81.0,20.0,6.0,5.0,,,,,,5.0,,,263.0,,,,6.0,,35,,,8.0,,,,16.0,,,,,,,,,,,,,,,,58.0,,5.0,,100.0,,,,,,,,,,,,,
35060340020001,473,54.6,210.4,551.5,202,90.0,38.0,48.0,9.0,6.0,,,,,,,,,,202.0,,,,,,34,,,8.0,,,,11.0,,,,,,,,,,,,5.0,,7.0,,27.0,,,24.0,38.0,,,,,,,,,17.0,7.0,,32.0,
35060340030001,455,51.7,75.3,387.5,180,65.0,23.0,61.0,10.0,7.0,,,5.0,,,,,,,180.0,,,,5.0,,50,,,12.0,,,,17.0,,,,,,,,,,,,7.0,,,,69.0,,,25.0,76.0,97.0,11.0,,,,,,7.0,,,,14.0,
35060340040001,517,51.1,470.9,368.2,207,66.0,32.0,79.0,10.0,9.0,,,,,,,5.0,,,207.0,,,,12.0,,83,,,13.0,,,6.0,46.0,,5.0,,,,,,,,,,,,,,100.0,,,55.0,122.0,7.0,10.0,,,,,,,26.0,50.0,,6.0,
35060340040002,504,56.2,211.0,875.0,227,106.0,42.0,55.0,17.0,,,,,,,,,,,227.0,,,,8.0,,38,,,9.0,,,,7.0,,,,,,,,,,,,8.0,,,,22.0,,,,10.0,,,,,,,,9.0,16.0,13.0,,17.0,
35060340040003,535,52.0,137.2,482.9,203,74.0,22.0,67.0,16.0,14.0,,,,,,,,,,203.0,,,,25.0,,92,,,47.0,,,10.0,16.0,,,,,,,,,,,,,,19.0,,468.0,,11.0,128.0,150.0,,19.0,,,8.0,,,34.0,,31.0,,12.0,
35060350010001,445,55.8,95.1,577.4,203,97.0,29.0,53.0,13.0,,,,,,,,,,,203.0,,,,6.0,,33,,,7.0,,,,7.0,,,,,,,,,,,,8.0,,,,14.0,,,,8.0,,,,10.0,,,,12.0,31.0,,,8.0,
35060350010002,430,57.5,55.8,1225.0,192,62.0,21.0,64.0,17.0,5.0,,11.0,,,,,,,,192.0,,,,9.0,,28,,,,,,,7.0,,7.0,,,,,,,,,,,,,,7.0,,,,8.0,,58.0,,,,,,,,,7.0,,
35060350020001,404,57.1,52.3,600.0,199,92.0,23.0,52.0,18.0,6.0,,,,,,,,,,199.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,5.0,,,,,,,,,,,,
35060360010001,469,53.0,95.2,440.5,185,72.0,23.0,59.0,7.0,14.0,,,,,,,,,,184.0,,,,5.0,,12,,,5.0,,,,,,,,,,,,,,,,,,,,17.0,,5.0,26.0,5.0,,,,,,,,,,,,,
35060360020001,604,54.3,108.8,504.5,261,98.0,35.0,84.0,20.0,5.0,,,,,,5.0,,,,260.0,,,,7.0,,57,,,12.0,,,7.0,15.0,,6.0,,,,,,,,,,7.0,,,,88.0,,,30.0,23.0,,9.0,,15.0,,,,14.0,21.0,,,9.0,
35060360030001,712,55.4,67.5,797.1,311,144.0,31.0,75.0,24.0,21.0,,,,,,,,,,311.0,,,,8.0,,30,,,8.0,,,,9.0,,,,,,,,,,,,5.0,,,,47.0,,8.0,5.0,57.0,,,,,,8.0,,,,,,6.0,
35060360040001,666,55.6,87.2,754.3,280,98.0,42.0,89.0,16.0,19.0,,,,,,,,,,280.0,,,,13.0,,40,,,12.0,,,,11.0,,,,,,,,,,,,7.0,,30.0,,41.0,,,5.0,20.0,,7.0,,,,,,7.0,20.0,,,9.0,
35060370010001,511,57.7,75.4,660.0,243,92.0,25.0,82.0,22.0,13.0,,,,,,,,,,243.0,,,,,,18,,,,,,,,,,,,,,,,,,,5.0,,,,14.0,,,31.0,12.0,,6.0,,,,8.0,,,39.0,,,7.0,
35060370010002,684,56.8,101.2,865.6,307,111.0,32.0,114.0,24.0,14.0,,,,,,,,,,307.0,,,,5.0,,16,,,,,,,7.0,,,,,,,,,,,,,,,,5.0,,,6.0,17.0,,,,,,,,,,,,8.0,
35060370020001,571,57.1,93.8,647.4,258,78.0,29.0,113.0,22.0,12.0,,,,,,,,,,258.0,,,,,,46,,,5.0,,,,15.0,,5.0,,,,,,,,,,8.0,,,,15.0,,,24.0,51.0,,13.0,,7.0,,,,20.0,,5.0,,11.0,
35060380010001,508,59.7,56.1,940.7,221,113.0,36.0,43.0,11.0,8.0,,,,,,,,,,220.0,,,,7.0,,28,,,7.0,,,,7.0,,,,,,,,,,,,,,,,35.0,,,,19.0,,,5.0,,,,,,24.0,24.0,,20.0,
35060380010002,455,59.6,142.4,912.5,205,120.0,19.0,42.0,9.0,6.0,,,,,,,,,,205.0,,,,9.0,,23,,,,,,,,,,,,,,,,,5.0,,7.0,,,,18.0,,,,,,,,5.0,,,,16.0,,36.0,,9.0,
35060380010003,470,43.9,133.9,217.5,143,61.0,12.0,42.0,9.0,5.0,,7.0,,,,,,,,143.0,,,,7.0,,12,,,,,,,,,,,,,,,,,,,,,5.0,,12.0,,,,,,,,,,,,,84.0,,,,
35060380010004,488,54.9,75.9,783.3,223,101.0,27.0,47.0,23.0,10.0,,,,,,,,,,222.0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,16.0,51.0,,,,,
35060390010001,546,59.3,75.2,924.1,264,141.0,23.0,52.0,26.0,14.0,,,,,,,,,,264.0,,,,,,13,,,,,,,6.0,,,,,,,,,,,,,,5.0,,,,,,17.0,,,,,,,,8.0,,,,,
35060390010002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060390010003,396,57.5,67.7,910.0,167,107.0,7.0,28.0,10.0,6.0,,,,,,,,,,167.0,,,,6.0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,8.0,,,,
35060390010004,359,63.0,70.2,2800.0,189,91.0,18.0,52.0,7.0,9.0,,,,,,,,,,189.0,,,,,,8,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,12.0,,,9.0,
35060390010005,350,61.0,22.9,1029.4,153,66.0,12.0,51.0,10.0,9.0,,,,,,,,,,153.0,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,17.0,,,25.0,6.0,,,,14.0,,,,15.0,,24.0,,,
35060390010006,466,59.0,78.8,1065.0,226,91.0,31.0,72.0,9.0,13.0,,,,,,,,,,225.0,,,,5.0,,21,,,,,,,5.0,,11.0,,,,,,,,,,,,,,,,,,6.0,,21.0,,,,,,,,,,,
35060390010007,453,59.2,60.2,1188.2,191,100.0,23.0,47.0,9.0,,,,,,,,,,,190.0,,,,7.0,,25,,,6.0,,,,13.0,,,,,,,,,,,,,,,,52.0,,,,29.0,,,,,,,,,,18.0,,,
35060400010001,450,56.9,185.4,984.2,147,72.0,14.0,31.0,16.0,7.0,,,,,,,,,,146.0,,,,7.0,,21,,,,,,,7.0,,,,,,,,,,5.0,,,,,,,,,,40.0,,,,,,,,,,260.0,15.0,6.0,
35060400010002,546,56.5,169.8,822.2,232,100.0,18.0,54.0,20.0,16.0,,,,5.0,,,6.0,,,231.0,,,,9.0,,43,,,8.0,,,5.0,10.0,,,,,,,,,,,,5.0,,,,79.0,,,29.0,60.0,12.0,9.0,,5.0,,45.0,,,20.0,,,18.0,
35060400020001,350,54.8,69.2,548.0,145,82.0,13.0,24.0,8.0,6.0,,,,,,,,,,145.0,,,,8.0,,27,,,11.0,,,,6.0,,,,,,,,,,,,,,,,43.0,,,,23.0,88.0,,,,13.0,,10.0,,,,,,
35060400030001,474,54.3,75.3,655.6,192,122.0,13.0,30.0,13.0,6.0,,,,,,,,,,192.0,,,,17.0,,35,,,14.0,,,5.0,12.0,,,,,,,,,,,,,,,,127.0,,17.0,22.0,48.0,,,,,,,,,,,,,
35060400040001,385,49.6,132.6,272.2,147,46.0,9.0,24.0,24.0,23.0,,,,,8.0,,,,,112.0,,35.0,,7.0,,24,,,5.0,,,,,,5.0,,,,,,,,,,,,,,65.0,,,7.0,13.0,,29.0,,,,,9.0,,13.0,,,,
35060400040002,572,49.9,601.4,375.0,217,80.0,27.0,50.0,14.0,10.0,,,15.0,6.0,,,7.0,,17.0,196.0,,,,11.0,,87,,,9.0,,,,33.0,,25.0,,,,,,,,,,9.0,,13.0,,158.0,,,,71.0,,71.0,,,6.0,,9.0,,,10.0,,13.0,
35060400040003,460,44.3,824.5,136.2,175,13.0,5.0,127.0,,21.0,,,,,,,,,,40.0,129.0,,,10.0,,68,,,9.0,,,,11.0,,16.0,,,5.0,,,,5.0,,,8.0,,,,29.0,,,28.0,19.0,6.0,30.0,14.0,,5.0,,,7.0,45.0,19.0,,8.0,
35060400040004,529,52.9,87.4,563.6,207,77.0,14.0,53.0,13.0,16.0,6.0,,,5.0,8.0,,6.0,,,205.0,,,,9.0,,42,,,,,,,14.0,,10.0,,,,,,,,,,6.0,,,,,,,18.0,46.0,,37.0,,,5.0,,,,,8.0,33.0,8.0,
35060400040005,434,51.1,34.4,322.2,190,46.0,12.0,29.0,20.0,32.0,8.0,6.0,8.0,,7.0,6.0,13.0,,,186.0,,,,,,27,,,,,,,8.0,,5.0,,,,,,,,,,5.0,,,,,,,8.0,14.0,,6.0,,,,,,,,,,9.0,
35060400040006,434,47.8,180.8,219.6,137,51.0,12.0,26.0,10.0,9.0,,,,16.0,,,6.0,,,126.0,,9.0,,10.0,,31,,,,,,,,,6.0,,,,,,,,,,7.0,,,,6.0,,,,10.0,,9.0,,22.0,,,,22.0,,27.0,8.0,14.0,
35060410010001,733,59.0,110.3,884.6,349,181.0,36.0,79.0,27.0,8.0,,,,,,,,,,348.0,,,,8.0,,50,,,8.0,,,,10.0,,6.0,,,,,,,,,,9.0,,,,51.0,,15.0,18.0,19.0,,7.0,5.0,10.0,,,,20.0,42.0,21.0,,14.0,
35060410020001,633,57.4,101.2,715.0,299,180.0,21.0,62.0,19.0,7.0,,,,,,,,,,299.0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
35060410030001,783,59.2,72.3,1231.0,394,183.0,40.0,106.0,20.0,22.0,5.0,6.0,,,,,5.0,,,394.0,,,,9.0,,26,,,6.0,,,,7.0,,,,,,,,,,,,,,14.0,,22.0,,,,43.0,,,,,,,,,23.0,,,5.0,
35060420010001,661,56.8,89.6,839.4,301,110.0,38.0,113.0,13.0,10.0,,,,,,6.0,,,,301.0,,,,13.0,,46,,,22.0,,,,13.0,,,,,,,,,,,,5.0,,,,399.0,,,8.0,79.0,,,,,,,,,,,,5.0,
35060420010002,440,55.9,238.2,931.6,185,72.0,30.0,60.0,12.0,7.0,,,,,,,,,,185.0,,,,7.0,,45,,,13.0,,,,14.0,,,,,,,,,,,,5.0,,,,101.0,,,13.0,20.0,,6.0,5.0,8.0,,,,15.0,19.0,,,5.0,
35060420020001,817,56.1,91.4,642.6,329,97.0,34.0,112.0,25.0,28.0,6.0,,5.0,5.0,,5.0,,,5.0,323.0,,,,14.0,,55,,,23.0,,,,17.0,,,,,,,,,,,,5.0,,,,228.0,,,,53.0,,,,,,,,,12.0,44.0,63.0,7.0,
35060430010001,530,55.1,136.9,722.2,229,160.0,7.0,37.0,9.0,8.0,,,,,,,,,,228.0,,,,11.0,,23,,,,,,,8.0,,,,,,,,,,,,5.0,,5.0,,8.0,,,,12.0,,,,,,,15.0,,13.0,11.0,,7.0,
35060430020001,463,59.2,37.4,1623.1,207,87.0,29.0,48.0,18.0,16.0,,,,,,,,,,207.0,,,,14.0,,37,,,10.0,,,,10.0,,5.0,,,,,,,,,,6.0,,,,615.0,,,,28.0,29.0,19.0,,,,,110.0,,,184.0,,21.0,
35060430020002,451,53.4,387.7,640.0,180,69.0,33.0,40.0,27.0,,,,,,,,,,,171.0,,,9.0,16.0,,72,,,6.0,,,6.0,17.0,,12.0,,,,,,,7.0,7.0,,14.0,,,,25.0,,,17.0,36.0,,31.0,,7.0,,,,19.0,72.0,38.0,,38.0,
35060430020003,537,56.7,20.7,811.5,228,96.0,12.0,68.0,11.0,20.0,,,,6.0,5.0,,,,,227.0,,,,29.0,,67,,,,,,,19.0,,30.0,,,,,,,,,,8.0,,,,8.0,,,,32.0,,56.0,,,,,,,14.0,,16.0,58.0,
35060430020004,540,55.4,42.5,660.0,244,96.0,19.0,68.0,22.0,14.0,,,5.0,,6.0,7.0,,,,243.0,,,,,,17,,,,,,,10.0,,,,,,,,,,,,,,6.0,,,,,,15.0,,,,,,,,,,,,6.0,
35060430020005,449,54.3,101.3,670.8,165,72.0,20.0,36.0,12.0,9.0,,,,,,,,,,162.0,,,,15.0,,44,,,9.0,,,,13.0,,12.0,,,,,,,,,,7.0,,,,137.0,,,,28.0,,24.0,,,10.0,,,,,,,16.0,
35060430020006,489,46.0,2333.6,198.1,190,48.0,6.0,100.0,10.0,,,,,,,18.0,,,,89.0,83.0,17.0,,,,15,,,,,,,5.0,,,,,,,,,,,,,,,,,,,7.0,14.0,11.0,,,,,,,21.0,,,,,
35060430020007,505,54.9,246.0,615.6,212,108.0,18.0,48.0,16.0,9.0,,,,,,,,,,197.0,,,15.0,6.0,,131,,,12.0,,,9.0,52.0,,22.0,,,,,,,,7.0,,17.0,,,,22.0,,,21.0,91.0,,52.0,,9.0,5.0,,,7.0,,33.0,5.0,22.0,
35060430020008,507,54.8,125.5,877.3,227,118.0,9.0,31.0,19.0,24.0,,,,5.0,5.0,,,,,223.0,,,,11.0,,43,,,,,,,8.0,,23.0,,,,,,,,,,6.0,,,,8.0,,,,13.0,,38.0,,,,,,,22.0,,,17.0,
35060440010001,549,57.0,63.2,636.8,258,96.0,25.0,78.0,35.0,14.0,,,,,,,,,,257.0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,7.0,,,,12.0,,,,16.0,,,,,
35060440010002,329,57.9,72.2,962.5,153,64.0,20.0,35.0,18.0,8.0,,,,,,,,,,152.0,,,,,,20,,,,,,,8.0,,,,,,,,,,,,,,,,7.0,,,,11.0,,6.0,,,,,,,15.0,,,,
35060440010003,402,57.7,21.5,931.6,194,87.0,14.0,64.0,13.0,6.0,,,,,,,,,,194.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35060440010004,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060510010001,425,50.6,4218.2,434.5,150,55.0,65.0,21.0,,,,,,,,,,,,112.0,,33.0,5.0,,,90,,,,,,,33.0,,10.0,,,5.0,,,,,,6.0,16.0,,,,5.0,,,5.0,82.0,,28.0,,9.0,8.0,,14.0,,16.0,43.0,17.0,23.0,
35060510020001,331,44.5,1151.1,229.6,109,18.0,,80.0,,,,,,,,,,,,32.0,76.0,,,7.0,,39,,,,,,11.0,10.0,,9.0,,,,,,,,,,,,,,,,,67.0,28.0,,40.0,,,,,,,,,,5.0,
35060510020301,641,33.2,39821.6,28.2,233,,,,,,,,,,,,233.0,,,,233.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060510020302,497,31.9,24775.4,16.1,186,,,,,,,,,,,,186.0,,,,186.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510030001,434,46.1,4703.8,198.0,180,35.0,,96.0,27.0,17.0,,,,,,,,,26.0,44.0,109.0,,,,,35,,,,,,,8.0,,5.0,,,,,,,,,,6.0,,,,9.0,,,,20.0,,9.0,,6.0,,8.0,6.0,735.0,,5.0,,12.0,
35060510040001,599,50.0,1132.8,405.0,246,29.0,19.0,188.0,,,,,,,,,,,,71.0,147.0,25.0,,9.0,,101,,,6.0,,,10.0,29.0,,16.0,,,,11.0,,,,,,13.0,,,,60.0,,,60.0,65.0,,40.0,,,,44.0,,8.0,,170.0,6.0,25.0,
35060510040101,532,37.1,39602.3,42.2,180,,,,,180.0,,,,,,,,,,,180.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060510040102,513,35.5,39044.8,44.7,156,,,,,156.0,,,,,,,,,,,156.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35060510050001,559,61.8,165.8,888.9,272,35.0,7.0,12.0,122.0,66.0,,,8.0,12.0,,,,,,86.0,119.0,65.0,,22.0,,87,,,32.0,,,6.0,18.0,,9.0,,,,,,,,,,5.0,,,,521.0,,,40.0,40.0,6.0,21.0,,,11.0,,56.0,,,245.0,102.0,22.0,
35060510060001,847,50.1,154.2,564.4,338,144.0,41.0,111.0,12.0,7.0,,,5.0,,,,6.0,,,280.0,53.0,,5.0,33.0,,156,,,20.0,,,15.0,48.0,6.0,28.0,,,,,,,6.0,,,17.0,,,,158.0,,11.0,62.0,112.0,66.0,77.0,39.0,,,,,7.0,172.0,31.0,,48.0,
35060510070001,390,37.7,3073.0,56.2,114,,,27.0,33.0,6.0,,5.0,20.0,6.0,,,,,16.0,92.0,,,6.0,5.0,,98,,,10.0,,,5.0,20.0,,24.0,,,5.0,,,,,,,16.0,,,,99.0,,,35.0,30.0,,67.0,85.0,49.0,7.0,,35.0,,,12.0,6.0,22.0,
35060510070002,327,38.5,6981.4,47.2,78,,,16.0,26.0,7.0,,6.0,,5.0,6.0,6.0,,,,72.0,,,6.0,,,76,,,,,,6.0,12.0,,37.0,,,,,,,,,,9.0,,,,8.0,,,16.0,21.0,,70.0,,,,11.0,,,,,,10.0,
35060510070003,331,42.0,6882.6,114.3,106,14.0,,36.0,14.0,,,8.0,16.0,,5.0,,,,23.0,75.0,,,8.0,,,37,,,,,,,6.0,,12.0,,,,,,,,5.0,,5.0,,,,6.0,,,6.0,16.0,,34.0,,,,,,,,34.0,,12.0,
35060510070004,356,39.5,3301.3,111.8,85,,21.0,9.0,18.0,6.0,5.0,9.0,,,7.0,,,,,61.0,,20.0,,,,108,,,,,,,29.0,,21.0,,8.0,6.0,,,,7.0,12.0,,14.0,,,,,,,,117.0,12.0,51.0,,92.0,10.0,,,,64.0,81.0,8.0,41.0,
35060510070005,410,40.4,5787.4,96.2,125,,62.0,14.0,15.0,9.0,,6.0,5.0,,5.0,,,,,59.0,62.0,,,,,42,,,,,,5.0,7.0,,13.0,,,,,,,,,,5.0,,,,7.0,,,22.0,17.0,,24.0,,,,,,83.0,,18.0,23.0,8.0,
35060510080001,487,50.8,3399.0,366.7,190,71.0,76.0,12.0,5.0,,,,,15.0,,10.0,,,,90.0,24.0,43.0,33.0,32.0,,407,,,16.0,,,5.0,230.0,,58.0,,,,,5.0,,10.0,23.0,5.0,44.0,,,,27.0,,,16.0,378.0,36.0,133.0,,79.0,,8.0,14.0,,25.0,316.0,12.0,52.0,
35060510080002,580,50.4,4527.0,411.6,210,114.0,68.0,14.0,6.0,,,,,,,,,,11.0,179.0,,16.0,,19.0,,178,,,14.0,,,,79.0,,24.0,,,5.0,7.0,,,,16.0,,22.0,,,,23.0,,,12.0,153.0,,51.0,,38.0,9.0,13.0,,,,134.0,5.0,31.0,
35060510080003,419,50.0,2739.8,287.0,163,83.0,58.0,14.0,,,,,,,,,,,,143.0,,14.0,6.0,6.0,,101,,,,,,,36.0,,7.0,,,6.0,,,,21.0,6.0,,7.0,,,,7.0,,,,75.0,,14.0,,67.0,7.0,,12.0,,154.0,127.0,7.0,16.0,
35060510080101,380,44.4,55410.3,185.1,142,,,142.0,,,,,,,,,,,,,142.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510090001,620,46.3,3365.9,191.4,223,114.0,66.0,12.0,10.0,,,,,14.0,,,,,28.0,172.0,,8.0,15.0,18.0,,232,,,8.0,,,5.0,97.0,,59.0,,,,,,,8.0,10.0,9.0,28.0,,,,13.0,,,18.0,162.0,,135.0,,18.0,,13.0,5.0,,20.0,51.0,19.0,44.0,
35060510090002,617,47.5,4534.9,238.1,229,96.0,115.0,10.0,,,,,,,,,,,,141.0,,71.0,17.0,12.0,,182,,,8.0,,,,46.0,,40.0,,5.0,5.0,8.0,,,17.0,5.0,5.0,34.0,,,,16.0,,,27.0,117.0,,86.0,34.0,46.0,7.0,17.0,9.0,10.0,48.0,53.0,43.0,53.0,
35060520010001,470,50.3,4404.3,371.1,181,68.0,76.0,18.0,18.0,,,,,,,,,,,110.0,68.0,,,,,39,,,,,,,9.0,,7.0,,,,,,,,,,9.0,,,,,,,,11.0,,8.0,,,9.0,,,,,,,16.0,
35060520010002,445,48.0,2368.3,262.0,154,75.0,43.0,19.0,8.0,,,,,,,,,,,146.0,,,8.0,12.0,,82,,,,,,9.0,24.0,,11.0,,,,,,,,,,16.0,,,,6.0,,,51.0,43.0,11.0,18.0,,11.0,8.0,20.0,,24.0,36.0,37.0,,17.0,
35060520010003,645,43.6,18129.1,144.2,254,10.0,122.0,122.0,,,,,,,,,,,,22.0,117.0,110.0,,,,14,,,,,,,6.0,,,,,,,,,,,,5.0,,,,,,,,8.0,,,,,,,,,,,,13.0,
35060520010004,293,48.0,3611.2,291.7,104,49.0,28.0,7.0,14.0,,,,,,,,,,,73.0,,27.0,,5.0,,51,,,,,,8.0,12.0,,,,,,,,,,,,13.0,,65.0,,15.0,,,35.0,21.0,,,5.0,16.0,,,,20.0,10.0,96.0,,25.0,
35060520010101,1,61.0,122.4,0.0,1,,,,,,,,,,,,,,,,,,,,,16,,,,,,,9.0,,,,,,,,,,,,,,,,,,,10.0,14.0,,5.0,,,,,,,,,,,
35060520010301,378,46.3,40550.4,200.0,149,,,149.0,,,,,,,,,,,,,149.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
35060520020001,467,39.1,1055.6,500.0,117,65.0,15.0,19.0,8.0,7.0,,,,,,,,,,115.0,,,,5.0,,28,,,6.0,,,,5.0,,,,,,,,,,,,6.0,,,,14.0,,,8.0,10.0,,,,,,,,,119.0,9.0,,8.0,
35060520020101,342,38.7,42301.5,58.5,113,,,,113.0,,,,,,,,,,,,113.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030001,540,43.4,3692.8,133.7,234,63.0,18.0,93.0,,,,,,47.0,,,,,,101.0,128.0,,5.0,,,74,,,,,,,19.0,,15.0,,,,,,,8.0,,,13.0,,,,,,,17.0,32.0,9.0,28.0,,,,,,,58.0,32.0,,18.0,
35060520030002,455,50.2,3097.8,385.7,169,76.0,29.0,39.0,5.0,11.0,,,,,,,,,15.0,149.0,,,5.0,5.0,,74,,,,,,,20.0,,8.0,,,,5.0,5.0,,6.0,5.0,,11.0,,,,17.0,,7.0,10.0,43.0,,14.0,,,,21.0,57.0,145.0,46.0,89.0,,36.0,
35060520030003,409,37.5,4675.7,54.5,142,11.0,,117.0,,,,,,,,,,,,23.0,91.0,22.0,6.0,,,68,,,,,,,9.0,,19.0,,,,,,,9.0,,5.0,12.0,,85.0,,,43.0,,8.0,29.0,,51.0,,15.0,,6.0,,,22.0,45.0,6.0,20.0,
35060520030004,475,35.9,4474.2,93.3,96,14.0,,25.0,8.0,21.0,5.0,5.0,5.0,,,,,,5.0,79.0,,,12.0,9.0,,140,,,,,,7.0,16.0,,57.0,,,,,,,18.0,8.0,11.0,14.0,,,,8.0,,,40.0,84.0,,125.0,,32.0,,,,25.0,95.0,67.0,18.0,21.0,
35060520030101,643,34.7,99292.7,43.7,235,,,,235.0,,,,,,,,,,,,235.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030102,609,34.7,90017.4,32.2,215,,,,215.0,,,,,,,,,,,,215.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35060520030103,393,35.8,112865.5,38.0,136,,,,136.0,,,,,,,,,,,,136.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060520030104,566,36.4,58611.5,47.1,220,,,,220.0,,,,,,,,,,,,220.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,7.0,,,
35060520030105,524,34.3,59768.1,28.8,180,,,,180.0,,,,,,,,,,,,180.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030201,512,38.6,41750.5,66.2,192,,,192.0,,,,,,,,,,,,,192.0,,,,,17,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,6.0,6.0,,,
