,code,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_ar_001,ho_ar_002,ho_ar_003,ho_ar_004,ho_ar_005,ho_ar_006,ho_ar_007,ho_ar_008,ho_ar_009,ho_ar_999,1970s,1980s,1990s,2000-2004,2005-2009,2010-2014,2015-2020,no_yr_data,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999,do_index,si_index,dong_index,fire_count
1473,35020550010006,582,53.3,7459.9,638.2,201,0.0,11.0,12.0,81.0,32.0,29.0,24.0,5.0,7.0,0.0,119.0,52.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,10.0,0.0,0.0,69,0.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0,0.0,50.0,0.0,16.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,50.0,0.0,18.0,0.0,35,20,550,1.0
1474,35020550010007,602,50.1,7639.4,382.6,266,0.0,134.0,23.0,31.0,25.0,26.0,14.0,0.0,7.0,0.0,55.0,43.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,143.0,0.0,17.0,6.0,0.0,130,0.0,0.0,7.0,0.0,0.0,6.0,49.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,5.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,13.0,75.0,0.0,31.0,0.0,5.0,0.0,6.0,12.0,0.0,15.0,41.0,5.0,31.0,0.0,35,20,550,
1475,35020550010008,646,58.1,1596.2,1123.1,232,0.0,8.0,72.0,103.0,21.0,17.0,0.0,5.0,0.0,0.0,77.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,55.0,29.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,111.0,0.0,10.0,0.0,35,20,550,
1476,35020550010009,471,45.3,6988.1,202.1,133,0.0,0.0,25.0,34.0,22.0,11.0,17.0,13.0,9.0,0.0,36.0,49.0,12.0,0.0,0.0,29.0,0.0,0.0,0.0,88.0,27.0,0.0,18.0,28.0,0.0,133,0.0,0.0,13.0,0.0,0.0,11.0,47.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,30.0,90.0,6.0,28.0,5.0,0.0,0.0,0.0,6.0,19.0,13.0,63.0,0.0,28.0,0.0,35,20,550,
1477,35020550010010,522,56.8,8353.6,884.6,145,0.0,0.0,7.0,56.0,36.0,15.0,17.0,0.0,9.0,0.0,58.0,63.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,35.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,15.0,0.0,35,20,550,
1478,35020550010101,626,44.1,45257.8,156.3,235,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,550,
1479,35020550010102,532,46.7,39321.0,198.3,211,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,35,20,550,
1480,35020550010103,602,44.4,70751.4,136.6,226,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,550,
1481,35020550010601,370,46.6,23881.6,317.9,173,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,550,
1482,35020560010001,490,54.2,7267.9,730.4,190,0.0,15.0,32.0,82.0,15.0,22.0,15.0,7.0,0.0,0.0,135.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,10.0,11.0,0.0,78,0.0,0.0,6.0,0.0,0.0,6.0,23.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,7.0,0.0,0.0,20.0,32.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,23.0,0.0,35,20,560,2.0
1483,35020560010002,513,55.1,3047.6,955.0,230,6.0,30.0,46.0,78.0,21.0,26.0,17.0,5.0,0.0,0.0,135.0,52.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,208.0,0.0,0.0,11.0,0.0,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,14.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,47.0,1115.0,0.0,22.0,0.0,35,20,560,
1484,35020560010003,650,50.8,10338.5,689.3,248,0.0,23.0,69.0,63.0,30.0,28.0,17.0,14.0,0.0,0.0,142.0,26.0,20.0,0.0,0.0,0.0,48.0,0.0,24.0,200.0,19.0,0.0,5.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,12.0,0.0,35,20,560,
1485,35020560010004,674,52.9,10198.2,605.6,305,0.0,44.0,94.0,77.0,25.0,39.0,20.0,0.0,0.0,0.0,163.0,22.0,51.0,0.0,0.0,54.0,0.0,0.0,6.0,201.0,47.0,48.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,35,20,560,
1486,35020560010005,456,51.9,5516.6,723.8,166,0.0,9.0,19.0,57.0,26.0,25.0,23.0,5.0,0.0,0.0,111.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,6.0,5.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,11.0,0.0,0.0,0.0,22.0,114.0,10.0,5.0,12.0,0.0,35,20,560,1.0
1487,35020560010006,465,55.6,7674.6,2225.0,191,0.0,8.0,34.0,83.0,21.0,19.0,18.0,5.0,0.0,0.0,138.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,10.0,12.0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,23.0,0.0,35,20,560,
1488,35020560010101,455,52.4,43948.5,503.1,190,0.0,0.0,0.0,154.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,560,
1489,35020560010102,496,51.7,39888.7,393.2,201,0.0,0.0,0.0,89.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,560,
1490,35020560010201,477,55.7,41186.4,863.6,295,0.0,166.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,560,
1491,35020560010301,449,48.4,46057.4,309.8,190,0.0,0.0,136.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,560,2.0
1492,35020560010302,353,50.0,43942.5,364.3,143,0.0,0.0,0.0,119.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,32.0,0.0,0.0,0.0,35,20,560,
1493,35020600010001,488,50.9,3643.5,551.9,175,32.0,13.0,24.0,33.0,17.0,19.0,18.0,12.0,7.0,0.0,69.0,36.0,21.0,8.0,0.0,6.0,0.0,0.0,24.0,113.0,0.0,0.0,38.0,7.0,0.0,204,0.0,0.0,9.0,0.0,0.0,0.0,126.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,235.0,0.0,64.0,0.0,14.0,0.0,0.0,0.0,5.0,150.0,63.0,0.0,36.0,0.0,35,20,600,
1494,35020600010002,541,58.0,5440.9,1513.3,254,6.0,26.0,69.0,76.0,24.0,25.0,16.0,10.0,0.0,0.0,142.0,57.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,6.0,0.0,44,0.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,35,20,600,
1495,35020600010003,531,55.3,2403.7,712.9,223,0.0,16.0,41.0,96.0,23.0,24.0,10.0,8.0,0.0,0.0,122.0,67.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,15.0,9.0,13.0,0.0,82,0.0,0.0,20.0,0.0,0.0,0.0,33.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,50.0,0.0,0.0,0.0,66.0,5.0,16.0,0.0,14.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,7.0,0.0,35,20,600,
1496,35020600010004,510,56.2,4635.7,1031.6,191,5.0,19.0,30.0,31.0,26.0,39.0,17.0,19.0,5.0,0.0,90.0,59.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,40.0,9.0,0.0,436,0.0,0.0,44.0,0.0,0.0,0.0,290.0,0.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,30.0,0.0,0.0,59.0,0.0,0.0,6.0,406.0,0.0,71.0,0.0,54.0,0.0,0.0,0.0,0.0,41.0,64.0,0.0,53.0,0.0,35,20,600,
1497,35020600010005,468,56.9,4423.6,1350.0,190,0.0,13.0,22.0,40.0,26.0,32.0,29.0,20.0,0.0,0.0,96.0,53.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,12.0,9.0,0.0,160,0.0,0.0,12.0,0.0,0.0,0.0,97.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,16.0,0.0,0.0,6.0,142.0,64.0,29.0,0.0,5.0,0.0,6.0,0.0,9.0,0.0,8.0,0.0,26.0,0.0,35,20,600,1.0
1498,35020600010101,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,600,
1499,35020600010102,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,600,
1500,35020600010103,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,600,
1501,35020640010001,435,52.8,9073.0,713.6,175,0.0,0.0,33.0,79.0,22.0,19.0,19.0,0.0,0.0,0.0,61.0,101.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,33.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,35,20,640,
1502,35020640010002,430,53.8,3229.3,659.1,152,5.0,18.0,26.0,33.0,19.0,17.0,22.0,10.0,0.0,0.0,65.0,49.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,45.0,26.0,0.0,352,0.0,0.0,29.0,0.0,0.0,0.0,195.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,29.0,0.0,0.0,61.0,0.0,0.0,13.0,279.0,14.0,91.0,0.0,8.0,0.0,9.0,5.0,0.0,0.0,87.0,11.0,36.0,0.0,35,20,640,
1503,35020640010003,534,52.9,6334.5,446.5,217,7.0,31.0,49.0,50.0,24.0,25.0,21.0,8.0,0.0,0.0,74.0,98.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,19.0,12.0,6.0,0.0,85,0.0,0.0,5.0,0.0,0.0,0.0,29.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,42.0,0.0,37.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,42.0,0.0,48.0,0.0,35,20,640,2.0
1504,35020640010004,595,52.2,8158.5,408.2,241,0.0,0.0,35.0,103.0,43.0,27.0,25.0,0.0,0.0,0.0,20.0,196.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,169.0,24.0,23.0,9.0,0.0,0.0,88,0.0,0.0,10.0,0.0,0.0,0.0,31.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,0.0,5.0,56.0,18.0,23.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,31.0,0.0,19.0,0.0,35,20,640,1.0
1505,35020640010005,472,48.3,5947.1,530.4,135,0.0,8.0,19.0,25.0,19.0,14.0,25.0,14.0,7.0,0.0,71.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,6.0,0.0,0.0,87,0.0,0.0,8.0,0.0,0.0,6.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,20.0,35.0,0.0,31.0,0.0,0.0,0.0,7.0,0.0,16.0,65.0,31.0,0.0,18.0,0.0,35,20,640,
1506,35020640010006,466,43.3,6522.9,154.4,180,0.0,17.0,83.0,42.0,18.0,10.0,0.0,0.0,0.0,0.0,17.0,67.0,37.0,0.0,0.0,58.0,0.0,0.0,30.0,62.0,32.0,51.0,5.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,59.0,10.0,0.0,15.0,0.0,35,20,640,
1507,35020640010007,533,48.0,9678.0,281.6,233,0.0,7.0,88.0,110.0,0.0,9.0,8.0,5.0,0.0,0.0,20.0,117.0,11.0,0.0,0.0,79.0,0.0,0.0,0.0,44.0,159.0,17.0,13.0,14.0,0.0,80,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,28.0,0.0,68.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,5.0,20.0,0.0,35,20,640,3.0
1508,35020640010008,508,48.3,2447.6,643.5,169,0.0,0.0,21.0,68.0,22.0,28.0,18.0,5.0,0.0,0.0,66.0,57.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,8.0,6.0,0.0,97,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,10.0,0.0,0.0,5.0,0.0,7.0,0.0,9.0,0.0,0.0,21.0,0.0,0.0,15.0,0.0,0.0,37.0,43.0,0.0,17.0,0.0,6.0,5.0,0.0,33.0,0.0,200.0,29.0,10.0,29.0,0.0,35,20,640,
1509,35020640010009,632,47.8,9322.6,288.7,221,5.0,19.0,23.0,53.0,45.0,30.0,35.0,7.0,0.0,0.0,129.0,23.0,14.0,17.0,0.0,22.0,0.0,0.0,21.0,172.0,0.0,14.0,14.0,0.0,0.0,66,0.0,0.0,5.0,0.0,0.0,0.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,12.0,30.0,6.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,29.0,0.0,35,20,640,
1510,35020640010010,535,52.6,19128.4,568.6,244,0.0,0.0,102.0,132.0,0.0,5.0,0.0,0.0,0.0,0.0,32.0,27.0,141.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,198.0,24.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,640,
1511,35020640010101,390,35.4,131368.2,25.0,136,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,640,
1512,35020640010102,386,36.0,52568.6,37.7,139,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,35,20,640,1.0
1513,35020640010103,374,38.0,82229.9,60.7,136,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,1.0
1514,35020640010104,349,36.9,77768.8,35.6,128,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1515,35020640010201,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1516,35020640010202,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1517,35020640010203,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1518,35020640010301,374,34.0,43752.8,23.2,151,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1519,35020640010302,395,34.4,77659.6,31.0,161,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1520,35020640010303,501,35.0,72022.2,26.0,209,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1521,35020640010304,411,32.9,91689.9,23.6,166,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,640,
1522,35020640010305,434,35.0,77654.1,22.2,168,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,20,640,
1523,35020640010801,569,47.1,53166.3,224.2,217,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,35,20,640,
1524,35020640010802,477,46.1,77760.2,164.5,219,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,35,20,640,
