,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35020740020803,380,38.8,51308.6,59.6,140,,,140.0,,,,,,,,,,,,,,,,140.0,,,,,19,,,,,,,,,,,,,,,,5.0,,,,,,,,,6.0,,,,,,,,,,8.0,16.0,,,
35020740020901,596,38.6,47034.3,57.0,243,,,243.0,,,,,,,,,,,,,,,,243.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
35020740021001,751,35.8,12308.2,38.9,273,,,273.0,,,,,,,,,,,,,,,,273.0,,,,,102,,,,,,,19.0,,14.0,,,,,,,33.0,8.0,,18.0,,,,,,,163.0,,40.0,,22.0,,,11.0,,224.0,42.0,18.0,23.0,
35020740021002,748,34.4,35812.4,33.0,273,,,273.0,,,,,,,,,,,,,,,,273.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35020740021003,605,36.0,107629.9,35.0,228,,,228.0,,,,,,,,,,,,,,,,228.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740021101,619,39.5,68971.8,63.9,282,,,,282.0,,,,,,,,,,,,,,,282.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740021102,462,46.5,45816.5,213.0,270,,,,270.0,,,,,,,,,,,,,,,270.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740021103,624,40.4,63881.0,78.1,277,,,,277.0,,,,,,,,,,,,,,,277.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35020740021104,338,38.2,75979.2,47.3,154,,,,154.0,,,,,,,,,,,,,,,154.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35020740021701,930,37.1,43575.8,37.0,304,,,,,304.0,,,,,,,,,,,,,,304.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740021801,405,37.6,33359.6,41.7,135,,,,,135.0,,,,,,,,,,,,,,135.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740021802,497,34.0,47482.2,17.9,156,,,,,156.0,,,,,,,,,,,,,,156.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,12.0,,,
35020740021901,510,40.3,48176.4,90.0,208,,,,208.0,,,,,,,,,,,,,,,208.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,9.0,,,
35020740021902,583,41.1,41850.5,98.0,239,,,,239.0,,,,,,,,,,,,,,,239.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740021903,561,41.8,28665.8,111.4,228,,,,228.0,,,,,,,,,,,,,,,228.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022001,456,38.0,27589.7,64.1,187,,,,187.0,,,,,,,,,,,,,,,187.0,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,
35020740022002,450,38.9,48643.2,59.7,142,,,,142.0,,,,,,,,,,,,,,,142.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,
35020740022003,508,39.3,63730.4,59.3,187,,,,187.0,,,,,,,,,,,,,,,187.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022004,501,36.2,41975.9,42.7,227,,,,227.0,,,,,,,,,,,,,,,227.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740022101,434,35.3,46413.4,25.0,171,,,,171.0,,,,,,,,,,,,,,,171.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022102,462,33.8,56312.8,18.6,170,,,,170.0,,,,,,,,,,,,,,,170.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,18.0,,,
35020740022103,525,34.9,34148.8,34.5,233,,,,233.0,,,,,,,,,,,,,,,233.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35020740022104,462,35.2,44109.8,35.7,182,,,,182.0,,,,,,,,,,,,,,,182.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740022105,483,36.1,47830.9,31.6,206,,,,206.0,,,,,,,,,,,,,,,206.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022106,523,37.8,40831.6,65.2,230,,,,230.0,,,,,,,,,,,,,,,230.0,,,,,11,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,8.0,,,,
35020740022301,438,37.5,30536.6,34.7,137,,,,,137.0,,,,,,,,,,,,,,137.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740022302,695,37.6,27565.3,44.9,237,,,,,237.0,,,,,,,,,,,,,,237.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022303,609,37.3,54808.9,29.6,198,,,,,198.0,,,,,,,,,,,,,,198.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740022304,366,36.6,52801.1,27.8,119,,,,,119.0,,,,,,,,,,,,,,119.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740022305,363,39.1,52638.9,56.5,117,,,,,117.0,,,,,,,,,,,,,,117.0,,,,,21,,,,,,,,,,,,5.0,,,,,,,,,,,,,,7.0,,,,,28.0,,,,5.0,19.0,,,
35020740022306,397,38.9,56828.9,42.4,137,,,,,137.0,,,,,,,,,,,,,,137.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740030001,633,45.3,393.8,534.8,194,44.0,21.0,63.0,53.0,5.0,,,,,,,,,,,,44.0,134.0,,15.0,,7.0,,33,,,,,,,16.0,,,,,,,,,,,,8.0,,,,,,11.0,32.0,,5.0,,,,,10.0,,27.0,,9.0,56.0,
35020740030002,1330,20.2,1694.7,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,,46,,,,,,,8.0,,,,,,11.0,,,6.0,,,,,,17.0,,,,27.0,,15.0,5.0,6.0,,385.0,,18.0,736.0,11.0,8.0,,
35020740040001,290,53.7,136.0,612.5,125,42.0,9.0,42.0,6.0,13.0,,,,,,,,,,,,,123.0,,,,,,36,,,,,,7.0,13.0,,,,,,,,,,,,,,,16.0,,,33.0,47.0,,14.0,,,,,,,18.0,,6.0,,
35030110010001,501,49.5,1937.2,276.6,212,19.0,42.0,120.0,,,,,,,,8.0,14.0,,,,,26.0,70.0,68.0,44.0,,,,26,,,,,,,6.0,,,,,,,,,,,,6.0,,,7.0,,,18.0,12.0,,13.0,,,,,,,,32.0,,9.0,
35030110010002,496,46.3,4909.2,206.4,206,9.0,26.0,100.0,5.0,,,,,,,,61.0,,,,,,39.0,145.0,13.0,9.0,7.0,,49,,,,,,,13.0,,12.0,,,,,,,,5.0,,8.0,,,6.0,,,,19.0,,30.0,25.0,5.0,,,,,23.0,70.0,11.0,11.0,
35030110010003,441,53.0,718.0,484.8,168,53.0,52.0,31.0,12.0,11.0,,,,,,,,,,,,22.0,139.0,,,7.0,20.0,,94,,,6.0,,,,20.0,,13.0,,,,,,,14.0,,,18.0,,,13.0,,,18.0,33.0,44.0,23.0,,,,,,165.0,66.0,59.0,,65.0,
35030110010004,403,49.2,1915.0,291.2,148,16.0,32.0,86.0,8.0,,,,,,,,,,,,,,49.0,51.0,44.0,,13.0,,84,,,7.0,,,,18.0,,25.0,,,,,,,,6.0,7.0,12.0,,,13.0,,,,29.0,6.0,65.0,,,,,,,,52.0,16.0,17.0,
35030110010005,480,54.8,2790.5,624.1,158,55.0,30.0,45.0,,,,,,,,,15.0,,,,,,120.0,,13.0,22.0,14.0,,219,,,22.0,,,,91.0,,38.0,,,,,,,,19.0,5.0,29.0,,,30.0,,,16.0,160.0,9.0,68.0,,41.0,,,5.0,8.0,,140.0,9.0,31.0,
35030110010006,384,55.7,150.0,755.0,174,71.0,30.0,43.0,16.0,7.0,,,,,,,,,,,,6.0,164.0,,,,9.0,,49,,,18.0,,,,16.0,,5.0,,,,,,,,,,7.0,,,44.0,,,,27.0,,8.0,,,,,,,23.0,,,9.0,
35030110010007,340,74.6,980.5,26200.0,7,,,,,,,,,,,,,,,,,,7.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,,7.0,
35030110010008,627,53.0,150.2,571.4,243,85.0,27.0,79.0,18.0,13.0,,,,,,,,5.0,,,,,240.0,,,,15.0,,24,,,5.0,,,,6.0,,,,,,,,,,,,,5.0,,26.0,,7.0,7.0,12.0,,,,,,,,,27.0,,,,
35030110010301,330,45.1,52350.6,152.5,124,,,124.0,,,,,,,,,,,,,,,,124.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35030110010401,672,41.6,39876.1,87.3,253,,,,253.0,,,,,,,,,,,,,,,253.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35030110010501,571,43.5,29117.2,125.3,285,,,,,,285.0,,,,,,,,,,,,,285.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35030110010502,399,44.2,30461.0,116.4,187,,,,,,187.0,,,,,,,,,,,,,187.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030110020001,604,56.9,86.8,1087.0,238,78.0,30.0,82.0,19.0,11.0,,,,,,,,,,,,,230.0,,,8.0,40.0,,112,,,59.0,,,,11.0,8.0,6.0,,,,,,,,,,,8.0,27.0,552.0,,6.0,35.0,30.0,313.0,20.0,,,,39.0,,104.0,,,9.0,,
35030110020002,656,50.9,189.0,717.9,216,86.0,29.0,61.0,16.0,9.0,,,,,,,,,,,,,205.0,,,11.0,15.0,,92,,,22.0,,,,25.0,,6.0,,,,,,,,,,18.0,80.0,,70.0,,8.0,20.0,98.0,,12.0,,,,,,23.0,92.0,81.0,,40.0,
35030310010001,693,52.4,130.9,398.3,230,76.0,43.0,49.0,11.0,6.0,,,,,9.0,7.0,5.0,,7.0,5.0,,,222.0,,,8.0,17.0,,97,,,16.0,,,9.0,32.0,,,,,,,,,,,,27.0,,,106.0,,,60.0,79.0,,8.0,,,,,,,,40.0,6.0,78.0,
35030310020001,82,54.2,332.3,1400.0,27,7.0,6.0,,,,,,,,,,,,,,,,25.0,,,,5.0,,28,,,,,,,13.0,,,,,,,,,,,,5.0,,,12.0,,,7.0,36.0,,18.0,,,,,,,55.0,,,13.0,
35030310020101,514,40.2,34670.9,91.8,225,,,,,,225.0,,,,,,,,,,,,,225.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
35030310020102,565,42.8,34009.1,101.3,305,,,,,,305.0,,,,,,,,,,,,,305.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,10.0,,,
35030310020201,477,35.6,54530.6,35.3,200,,,,,,200.0,,,,,,,,,,,,,200.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35030310020202,639,41.2,29302.7,86.0,319,,,,,,319.0,,,,,,,,,,,,,319.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,10.0,,,,,,,,
35030310020301,409,37.2,33120.9,39.8,159,,,,,,159.0,,,,,,,,,,,,,159.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
35030310020302,492,41.2,29754.8,81.3,247,,,,,,247.0,,,,,,,,,,,,,247.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030310020303,518,41.1,36945.4,82.7,242,,,,,,242.0,,,,,,,,,,,,,242.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,7.0,,,
35030310030001,452,52.4,312.6,406.1,157,32.0,21.0,51.0,13.0,9.0,,,6.0,,,,,8.0,,,,,147.0,,,10.0,13.0,,103,,,31.0,,,12.0,38.0,,6.0,,,,,,,,,,,,,146.0,,,185.0,139.0,,18.0,,,,,8.0,,27.0,27.0,5.0,25.0,
35030310030002,633,56.6,129.2,748.5,271,88.0,51.0,79.0,14.0,10.0,,,,5.0,,,,,,,,,260.0,,,11.0,10.0,,62,,,21.0,,,7.0,20.0,,,,,,,,,,,,7.0,,,90.0,,,90.0,68.0,,,,,,,,,56.0,6.0,,11.0,
35030310040001,446,54.6,120.9,615.4,188,72.0,31.0,58.0,10.0,5.0,,,,,,,,,,,,,183.0,,,5.0,13.0,,76,,,18.0,,,9.0,24.0,,9.0,,,,,,,,,,5.0,,,67.0,,,130.0,121.0,,26.0,,13.0,,,26.0,25.0,,6.0,,8.0,
35030310040002,510,55.9,81.7,714.3,218,56.0,21.0,118.0,5.0,6.0,,,,,,,,5.0,,,,,214.0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,13.0,,,,13.0,,,,,,,,,,,,,
35030310040003,472,57.6,93.8,1129.4,194,63.0,31.0,54.0,13.0,15.0,,,,,,,,,,5.0,,,190.0,,,,16.0,,34,,,,,,6.0,11.0,,,,,,,,,,,,5.0,,,20.0,,,128.0,34.0,6.0,,,,,,,,24.0,15.0,,7.0,
35030310040004,436,55.3,145.6,558.6,191,77.0,25.0,57.0,14.0,6.0,,,,,,,,,,,,,187.0,,,,6.0,,26,,,7.0,,,,5.0,,,,,,,,,,,,,,,15.0,,,25.0,14.0,,,,,,,,,,,,5.0,
35030320010001,433,50.3,655.0,463.0,167,45.0,60.0,34.0,8.0,7.0,,,,,,,,,,,,14.0,152.0,,,,6.0,,54,,,15.0,,,,15.0,,5.0,,,,,,,5.0,,,7.0,,,43.0,,,,25.0,,12.0,,,,,7.0,,74.0,22.0,,10.0,
35030320010002,552,47.7,3081.9,244.0,246,11.0,35.0,187.0,8.0,,,,,,,,,,,,,,51.0,192.0,,,,,34,,,,,,,7.0,,10.0,,,,,,,,,,6.0,,,13.0,,,13.0,28.0,,16.0,,7.0,,,,,,13.0,,12.0,
35030320010003,589,49.3,2265.8,298.1,229,55.0,28.0,104.0,7.0,,,22.0,,,,,,,,,,23.0,120.0,79.0,,7.0,5.0,,60,,,,,,,18.0,,17.0,,,,,,,,,,14.0,8.0,,6.0,,,,49.0,,34.0,,,,,,,,10.0,,36.0,
35030320010004,502,52.2,2816.7,569.0,198,64.0,70.0,31.0,10.0,,,,,,,,12.0,,,,,,134.0,10.0,40.0,14.0,6.0,,168,,,16.0,,,,55.0,,32.0,,,,,,,5.0,18.0,,23.0,,23.0,38.0,,,,92.0,13.0,61.0,,34.0,,,,32.0,10.0,123.0,,28.0,
35030320010005,505,47.6,341.2,250.0,199,36.0,21.0,100.0,6.0,,,,14.0,18.0,,,,,,,,16.0,91.0,75.0,13.0,,,,64,,,39.0,,,5.0,9.0,,,,,,,,,,,,6.0,,,150.0,,,60.0,37.0,,8.0,,,,,30.0,,,,,12.0,
35030320010501,728,42.3,62613.7,118.8,343,,,343.0,,,,,,,,,,,,,,,,343.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,5.0,,,,,,,,
35030320020001,435,56.9,137.4,1730.0,180,51.0,47.0,45.0,12.0,6.0,,,,,,,,,,5.0,,,177.0,,,,8.0,,23,,,7.0,,,,7.0,,,,,,,,,,,,,,,149.0,,,13.0,22.0,,,,,,,8.0,,,25.0,,,
35030320020002,433,55.5,89.5,800.0,172,54.0,26.0,54.0,18.0,5.0,,,,,,,,,,,,,172.0,,,,7.0,,27,,,13.0,,,,9.0,,,,,,,,,,,,,,,52.0,,46.0,,20.0,,,,,,,,,,,,,
35030320020003,598,58.2,110.4,757.6,271,104.0,40.0,64.0,21.0,11.0,,,,,,,,,,,,,270.0,,,,5.0,,16,,,,,,,5.0,,,,,,,,,,,,5.0,,,10.0,,,,7.0,,,,,,,,,,11.0,,9.0,
35030320020004,467,51.3,498.3,356.4,181,51.0,41.0,51.0,7.0,,5.0,,,,,,6.0,,,6.0,,6.0,173.0,,,,,,28,,,,,,,11.0,,,,,,,,,,,,,,,13.0,,,,26.0,,9.0,,,,,,6.0,96.0,,,,
35030320020005,570,58.1,122.9,957.7,234,82.0,26.0,62.0,23.0,16.0,,,6.0,,,,,,,,,,231.0,,,,8.0,,20,,,5.0,,,,,,,,,,,,,,,,5.0,,,8.0,,,7.0,,,,,,,,,,18.0,15.0,,8.0,
35030320030001,448,52.3,182.7,391.9,199,50.0,17.0,109.0,8.0,,,,,7.0,,,,,,,,,139.0,56.0,,,33.0,,105,,,69.0,,,,14.0,5.0,,,,,,,,,,,5.0,,,391.0,,,28.0,39.0,19.0,,,,,,8.0,12.0,,11.0,,12.0,
35030320030002,432,58.6,121.9,870.8,128,22.0,18.0,57.0,12.0,,,,,,,,,,,,,,128.0,,,,8.0,,21,,,5.0,,,,5.0,,,,,,,,,,,,,13.0,,15.0,,,8.0,27.0,,,,,,,,,,42.0,,,
35030330010001,706,55.8,108.0,610.9,310,67.0,30.0,96.0,31.0,27.0,7.0,,,6.0,8.0,10.0,8.0,5.0,8.0,,,,298.0,9.0,,,15.0,,68,,,8.0,,,,14.0,,18.0,,,,,,,,,,10.0,10.0,,26.0,,,12.0,56.0,,38.0,,15.0,,,,16.0,23.0,33.0,5.0,11.0,
35030330020001,522,56.0,80.8,663.3,217,57.0,22.0,61.0,18.0,18.0,,,,,7.0,8.0,10.0,7.0,,,,,214.0,,,,12.0,,44,,,14.0,,,,7.0,,,,,,,,,,,,5.0,23.0,,144.0,,,,149.0,,10.0,,12.0,,,,6.0,14.0,55.0,,6.0,
35030330020002,416,55.4,84.3,704.8,184,58.0,18.0,66.0,12.0,7.0,,,,,,5.0,,,,,,,182.0,,,,5.0,,15,,,6.0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,10.0,,,
35030330020003,444,56.2,91.7,915.0,198,45.0,28.0,83.0,18.0,11.0,,,,,,,,,,,,,195.0,,,,7.0,,10,,,,,,,,,,,,,,,,,,,,6.0,,12.0,,,,,,,,,,,,,,,,,
35030340010001,459,57.8,30.8,850.0,197,46.0,18.0,74.0,15.0,15.0,,,,,,,,,,5.0,,,195.0,,,,12.0,,53,,,,,,,9.0,,21.0,,,,,,,,,6.0,5.0,,,7.0,,11.0,,20.0,5.0,67.0,5.0,,,,,15.0,25.0,,42.0,8.0,
35030340010002,439,59.8,54.9,1428.6,204,49.0,15.0,88.0,17.0,11.0,,,5.0,6.0,,,,,,,,,199.0,,,5.0,7.0,,22,,,,,,,5.0,,,,,,,,,,,,9.0,12.0,,10.0,,,8.0,10.0,,,,,,,,,,,,10.0,
35030340010003,511,60.6,51.6,1383.3,247,63.0,14.0,102.0,21.0,16.0,,,,,5.0,,6.0,7.0,,,,,242.0,,,5.0,,,28,,,,,,,5.0,,8.0,,,,,,,,,,7.0,,,10.0,,,,7.0,,14.0,,7.0,,,,,15.0,,9.0,7.0,
35030350010001,774,56.4,105.7,937.5,344,116.0,44.0,115.0,22.0,23.0,,,,,,5.0,,,,,,,340.0,,,,21.0,,36,,,10.0,,,,7.0,,,,,,,,,,,,5.0,,,48.0,,,5.0,13.0,,5.0,,13.0,,,,15.0,,,,6.0,
35030350020001,578,57.7,85.2,806.7,260,86.0,23.0,98.0,22.0,15.0,,,,,,,,,,,,,255.0,,,5.0,9.0,,20,,,6.0,,,,,,,,,,,,,,,,,,,30.0,,,,6.0,,,,,,,,,25.0,,,,
35030350020002,406,57.8,77.1,1146.7,181,45.0,21.0,79.0,13.0,12.0,,,,,,,,,,,,,180.0,,,,11.0,,34,,,12.0,,,,6.0,,,,,,,,,,,,,,,31.0,,6.0,,10.0,,9.0,,,,,,,13.0,10.0,7.0,11.0,
35030360010001,423,58.7,81.9,1306.7,193,101.0,16.0,53.0,10.0,6.0,,,,,,,,,,,,,192.0,,,,6.0,,13,,,5.0,,,,,,,,,,,,,,,,,,,193.0,,,5.0,,,,,,,,,,13.0,,,,
35030360020001,479,59.3,593.6,1125.0,221,80.0,25.0,84.0,11.0,6.0,,,,,,,,,,5.0,,,215.0,,,6.0,,,26,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,,,10.0,,8.0,,13.0,,,,14.0,27.0,15.0,,,
35030360020002,453,60.5,70.7,1120.0,222,80.0,20.0,89.0,13.0,12.0,,,,,,,,,,,,,220.0,,,,6.0,,10,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,18.0,,,6.0,
35030360020003,409,59.5,78.7,1158.8,194,57.0,49.0,68.0,7.0,5.0,,,,,,,,,,,,,193.0,,,,,,27,,,5.0,,,,7.0,,,,,,,,,,,,6.0,,,8.0,,5.0,9.0,11.0,,,,,,,,5.0,,7.0,,9.0,
35030360020004,411,48.8,64.9,251.9,141,63.0,18.0,34.0,10.0,9.0,,,,,,,,,,,,,136.0,,,,8.0,,18,,,,,,,,,,,,,,,,,,,5.0,,,,,,,6.0,,,,,,,,,14.0,84.0,,6.0,
35030360030001,290,57.9,158.4,1007.7,140,71.0,16.0,32.0,10.0,,,,,,,,,,,,,,140.0,,,,7.0,,7,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,
35030370010001,460,53.4,100.0,506.7,217,78.0,23.0,84.0,8.0,7.0,,,6.0,5.0,,,,,,,,,189.0,28.0,,,11.0,,42,,,22.0,,,,9.0,,,,,,,,,,,,,,,268.0,,18.0,,146.0,,6.0,,14.0,,,,,,,,,
35030370010002,428,56.2,76.5,759.1,177,62.0,7.0,70.0,13.0,12.0,,,,,,,,,,,,,172.0,,,5.0,,,28,,,11.0,,,,9.0,,,,,,,,,,,,,,,67.0,,,,47.0,8.0,,,,,,,,14.0,,,,
35030370010003,457,54.0,116.4,409.1,191,40.0,29.0,75.0,17.0,14.0,,,,,,,,,,,,,187.0,,,,11.0,,24,,,5.0,,,,,,,,,,,,,,,,,57.0,,126.0,,,71.0,,,5.0,5.0,,,,,19.0,21.0,5.0,,,
35030370010004,537,56.1,69.2,781.5,230,66.0,12.0,100.0,11.0,13.0,,,,6.0,,,6.0,,,,,,229.0,,,,15.0,,27,,,8.0,,,,6.0,,,,,,,,,,,,,14.0,,84.0,,,,14.0,38.0,5.0,,,,,,,,,,7.0,
35030370010005,485,56.3,53.8,881.0,203,52.0,25.0,79.0,19.0,10.0,,,,,,,,,,,,,196.0,,,7.0,25.0,,92,,12.0,25.0,,,6.0,15.0,,9.0,,,,,,,,,,11.0,14.0,144.0,211.0,,15.0,29.0,40.0,52.0,24.0,,,,,20.0,33.0,7.0,7.0,,17.0,
35030370020001,473,53.5,118.7,409.5,198,70.0,22.0,57.0,17.0,14.0,,,,5.0,,,,,,,,,197.0,,,,14.0,,29,,,12.0,,,,7.0,,,,,,,,,,,,,,8.0,25.0,,6.0,,16.0,,6.0,,,,,,,,,6.0,,
35030380010001,394,60.7,62.0,1094.4,207,73.0,28.0,61.0,12.0,14.0,5.0,,5.0,,,,,,,,,,207.0,,,,,,9,,,,,,,,,,,,,,,,,,,,8.0,,6.0,,,,8.0,,,,,,,,,26.0,,,,
35030380020001,691,54.8,110.4,487.0,319,114.0,31.0,132.0,17.0,11.0,,,,,,,,,,,,,289.0,,28.0,,11.0,,27,,,,,,,10.0,,6.0,,,,,,,,,,5.0,,,32.0,,,,16.0,,16.0,,6.0,,,,,19.0,,,8.0,
35030380030001,573,58.4,94.5,946.2,276,114.0,35.0,70.0,22.0,17.0,,,,,,,,,,,,,268.0,,,8.0,15.0,,44,,,8.0,,,,13.0,,7.0,,,,,,,,,,,9.0,,18.0,,,8.0,29.0,,12.0,5.0,17.0,,,,24.0,,30.0,,,
35030380040001,608,60.8,77.4,1381.0,322,105.0,41.0,112.0,17.0,20.0,,,,6.0,,5.0,,,,,,,321.0,,,,6.0,,21,,,8.0,,,,,,,,,,,,,,,,6.0,,,1829.0,,,5.0,,,,,,,19.0,24.0,,,,,7.0,
35030380040002,531,58.2,99.8,908.3,259,79.0,26.0,115.0,11.0,14.0,,,,,,,,,,,,,257.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030390010001,363,56.9,118.6,1050.0,169,70.0,13.0,50.0,14.0,,,,,,,,,,,,,,155.0,,12.0,,19.0,,33,,,21.0,,,,,,,,,,,,,,,,,,,143.0,,,,7.0,,,,,,,,,34.0,,,,
35030390020001,613,55.2,170.7,821.4,254,94.0,25.0,75.0,16.0,12.0,,,10.0,5.0,,,,,,,,8.0,236.0,,,10.0,13.0,,116,,,13.0,,,,35.0,,23.0,,,,,,,5.0,8.0,,15.0,,,23.0,,,6.0,55.0,,55.0,,20.0,6.0,,,26.0,27.0,65.0,,19.0,
35030390020002,441,56.3,71.6,930.0,190,72.0,9.0,57.0,19.0,14.0,,,,,,,,5.0,,,,,188.0,,,,15.0,,47,,,8.0,,,,17.0,,10.0,,,,,,,,,,5.0,,,84.0,,,6.0,37.0,5.0,129.0,,,,,,,,16.0,,11.0,
35030390030001,493,55.6,50.1,688.9,243,93.0,12.0,82.0,19.0,14.0,,,,,,,,,,,,,223.0,16.0,,,5.0,,23,,,8.0,,,,,,5.0,,,,,,,,,,,,,40.0,,,5.0,6.0,,16.0,,,,,,,,,,,
35030390030002,407,53.9,109.1,690.5,206,39.0,52.0,76.0,17.0,8.0,,,,,,,,,,,,,134.0,69.0,,,,,15,,,,,,,5.0,,,,,,,,,,,,,,,14.0,,,,11.0,,,,,,,,,,,,6.0,
35030390030101,354,23.2,11216.2,0.0,105,16.0,37.0,22.0,,,13.0,,17.0,,,,,,,,,,,105.0,,,5.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35030390040001,433,55.9,42.3,569.0,208,87.0,12.0,48.0,10.0,16.0,,,,,,7.0,8.0,,,,,,207.0,,,,,,17,,,,,,,6.0,,,,,,,,,,,,5.0,,,5.0,,,,15.0,,7.0,,,,,,,,,,8.0,
