,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35020710010404,493,42.7,50497.6,127.7,182,,,182.0,,,,,,,,,,,,,,,,182.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,7.0,,,
35020710010405,366,41.6,39683.6,105.5,140,,,140.0,,,,,,,,,,,,,,,,140.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020710010406,337,44.2,53132.5,163.2,136,,,136.0,,,,,,,,,,,,,,,,136.0,,,,,12,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,41.0,,7.0,
35020710010407,564,41.2,80320.7,88.5,199,,,199.0,,,,,,,,,,,,,,,,199.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010501,648,34.4,49448.9,25.2,236,,,,,236.0,,,,,,,,,,,,,,236.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,9.0,,,
35020710010502,447,32.3,71680.7,19.5,154,,,,,154.0,,,,,,,,,,,,,,154.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020710010601,465,45.5,38448.3,194.1,169,,,169.0,,,,,,,,,,,,,,,,169.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,
35020710010602,588,44.2,39322.5,148.5,209,,,209.0,,,,,,,,,,,,,,,,209.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010603,527,43.7,41173.2,142.6,191,,,191.0,,,,,,,,,,,,,,,,191.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,6.0,,,
35020710010604,615,41.1,43220.0,76.0,217,,,217.0,,,,,,,,,,,,,,,,217.0,,,,,23,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,16.0,,,,,10.0,,7.0,
35020710010605,553,41.7,57875.5,103.5,196,,,196.0,,,,,,,,,,,,,,,,196.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020710010606,420,43.8,52129.4,115.5,159,,,159.0,,,,,,,,,,,,,,,,159.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010607,480,43.9,43980.5,132.7,195,,,195.0,,,,,,,,,,,,,,,,195.0,,,,,18,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,5.0,5.0,,,
35020710010701,421,37.6,161274.3,38.5,143,,,143.0,,,,,,,,,,,,,,,,143.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010702,451,42.6,45559.9,103.6,161,,,161.0,,,,,,,,,,,,,,,,161.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010703,519,39.3,46886.9,58.4,179,,,179.0,,,,,,,,,,,,,,,,179.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,
35020710010704,518,42.7,53348.4,121.5,175,,,175.0,,,,,,,,,,,,,,,,175.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35020710010801,543,33.6,46177.5,18.8,164,,,,,164.0,,,,,,,,,,,,,,164.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010802,378,34.4,59456.2,26.1,108,,,,,108.0,,,,,,,,,,,,,,108.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,
35020710010803,346,34.4,57635.0,21.1,108,,,,,108.0,,,,,,,,,,,,,,108.0,,,,,7,,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,10.0,,,,,,,,
35020710010804,689,36.5,59272.5,28.5,220,,,,,220.0,,,,,,,,,,,,,,220.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020710010805,552,37.9,54411.4,50.6,171,,,,,171.0,,,,,,,,,,,,,,171.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35020720010001,470,40.8,2607.6,156.3,116,,,,,50.0,,8.0,16.0,,6.0,10.0,15.0,,,,,,116.0,,,,,,70,,,,,,7.0,10.0,,40.0,,,,,,,,,,5.0,,,34.0,,,17.0,22.0,,83.0,,,5.0,,,,,,,7.0,
35020720020001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,
35020720020101,303,40.9,6829.0,40.9,180,,,,,,,,180.0,,,,,,,,,,,180.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35020720030001,369,41.3,4460.7,227.3,114,,,,,53.0,9.0,5.0,19.0,12.0,,5.0,7.0,,,,,,113.0,,,,,,25,,,,,,,,,6.0,,,,,,,,,,,,,8.0,,,,5.0,9.0,20.0,,,5.0,,,,,,,9.0,
35020720030002,295,43.8,2995.3,316.7,89,,,,,42.0,,,15.0,5.0,,9.0,7.0,,,,,,86.0,,,,,,61,,,,,,,11.0,,31.0,,,,,,,,,,,,,13.0,,,,24.0,,75.0,19.0,,,,,17.0,,8.0,8.0,5.0,
35020720040001,565,43.2,243.8,173.9,152,,,,,95.0,8.0,6.0,13.0,13.0,,,,,,,,,150.0,,,,12.0,,91,,,7.0,,,,26.0,5.0,28.0,,,10.0,,5.0,,,,,6.0,,,360.0,,146.0,,65.0,62.0,74.0,,,12.0,,23.0,,,,,8.0,
35020720050001,331,39.3,9.6,333.3,10,,,,,,,,,,,,,,,,,,5.0,,,5.0,212.0,,1227,,,659.0,9.0,9.0,47.0,199.0,69.0,126.0,7.0,5.0,10.0,34.0,18.0,7.0,7.0,,7.0,12.0,,,8927.0,211.0,83.0,514.0,496.0,415.0,485.0,26.0,29.0,12.0,461.0,199.0,302.0,53.0,12.0,13.0,53.0,
35020720050002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720060001,602,46.9,8443.6,216.4,229,18.0,185.0,9.0,,,,,12.0,,,,,,,,,,46.0,,180.0,,15.0,,62,,,6.0,,,,21.0,,17.0,,,,,,,,,,6.0,,,29.0,,,,59.0,,38.0,,5.0,,,,,,,7.0,7.0,
35020720060002,418,44.1,6648.7,174.1,127,,,97.0,,6.0,,5.0,9.0,,,,,,,,,,30.0,94.0,,,11.0,,56,,,,,,7.0,11.0,,18.0,,,,,,,,,,11.0,,,,,,69.0,47.0,,37.0,,,9.0,,,,,,,20.0,
35020720060003,707,30.1,571.0,607.1,111,31.0,32.0,6.0,41.0,,,,,,,,,,,,,40.0,67.0,,,,,,26,,,6.0,,,,7.0,,,,,,,,,,,,7.0,,,20.0,,,,18.0,,,,,,,,,79.0,,,12.0,
35020720060004,498,51.0,6916.1,430.6,228,34.0,141.0,39.0,5.0,,,,,,,,,,,,,,70.0,26.0,123.0,9.0,,,54,,,,,,,14.0,,12.0,,,,,,,6.0,,,15.0,,,5.0,,6.0,,28.0,,18.0,,,,,21.0,,9.0,10.0,,17.0,
35020720060005,437,45.0,1725.8,247.8,133,,,93.0,,8.0,5.0,5.0,,10.0,,,,,,,,,29.0,84.0,8.0,12.0,38.0,,270,,,9.0,,,10.0,81.0,,95.0,,,8.0,,11.0,,,12.0,12.0,23.0,,,29.0,,,46.0,187.0,14.0,241.0,5.0,8.0,13.0,,173.0,22.0,,120.0,25.0,62.0,
35020720060006,395,44.2,3310.1,150.0,106,,,69.0,11.0,9.0,,,5.0,,,,,,,,,6.0,29.0,47.0,9.0,15.0,15.0,,178,,,13.0,,,8.0,46.0,,50.0,,,,,11.0,,,7.0,10.0,23.0,,,31.0,,,49.0,101.0,,105.0,,25.0,7.0,,21.0,,,61.0,18.0,33.0,
35020720060007,393,50.6,776.0,407.1,117,12.0,12.0,65.0,19.0,,,,,,,,,,,,,9.0,46.0,27.0,32.0,,,,45,,,,,,,7.0,,5.0,,,,,,,10.0,7.0,,6.0,,,13.0,,,,15.0,,14.0,,,7.0,,,20.0,142.0,63.0,14.0,13.0,
35020720060008,414,53.3,21287.5,475.0,149,,,144.0,,,,,,,,,,,,,,,,144.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,61.0,,,
35020720060009,559,45.0,2944.2,193.2,120,8.0,86.0,22.0,,,,,,,,,,,,,,,80.0,,37.0,,105.0,,48,,,11.0,,,,14.0,,,,,,,,,,,,11.0,,,38.0,,,,45.0,30.0,8.0,,,,16.0,,,20.0,5.0,,37.0,
35020720060010,649,35.4,5351.3,27.7,6,,,,,,,,,,,,,,,,,,6.0,,,,278.0,,11,,,,,,,,,,,,,,,,,,,,,,14.0,,,38.0,,,,,,,,,,,,,7.0,
35020720060011,649,40.5,11927.4,94.5,164,,,130.0,9.0,,7.0,,9.0,,,,,,,,,,33.0,126.0,,5.0,7.0,,71,,,,,,,5.0,,39.0,,,,,,,,,13.0,8.0,,,,,,28.0,15.0,,86.0,,,5.0,,,,,,25.0,12.0,
35020720060101,506,40.9,45632.7,84.5,218,,,218.0,,,,,,,,,,,,,,,,218.0,,,,,9,,,,,,,5.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,13.0,,,,
35020720060102,613,42.3,59914.3,81.1,222,,,222.0,,,,,,,,,,,,,,,,222.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720060103,538,40.2,46681.7,80.3,189,,,189.0,,,,,,,,,,,,,,,,189.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35020720060201,467,38.3,32739.4,63.9,173,,,,173.0,,,,,,,,,,,,,,,173.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720060202,446,40.6,31351.2,81.9,189,,,,189.0,,,,,,,,,,,,,,,189.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,12.0,,,
35020720060203,606,39.7,42794.3,58.6,238,,,,238.0,,,,,,,,,,,,,,,238.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720060501,452,39.6,34635.5,80.0,151,,,,151.0,,,,,,,,,,,,,,,151.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720060502,384,39.9,36979.2,66.0,122,,,,122.0,,,,,,,,,,,,,,,122.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35020720060601,614,41.1,67201.2,88.3,216,,,216.0,,,,,,,,,,,,,,,,216.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35020720060602,379,43.3,26199.7,131.3,171,,,169.0,,,,,,,,,,,,,,,,168.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720060801,334,37.1,65000.3,40.6,108,,,,108.0,,,,,,,,,,,,,,,108.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35020720061001,323,42.0,37440.5,119.0,237,,,39.0,,198.0,,,,,,,,,,,,,,237.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35020720061201,376,41.1,89368.6,93.5,153,,,153.0,,,,,,,,,,,,,,,,153.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35020720061202,413,44.2,53812.0,158.0,157,,,157.0,,,,,,,,,,,,,,,,157.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720061401,387,44.3,51943.7,126.8,213,,,,213.0,,,,,,,,,,,,,,,213.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35020720061402,556,43.9,62039.1,116.2,298,,,,298.0,,,,,,,,,,,,,,,298.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720070007,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720070101,659,36.7,2481.7,41.0,246,,,,,244.0,,,,,,,,,,,,,,244.0,,,,,49,,,8.0,,,,20.0,,5.0,,,,,,,,,,6.0,,,28.0,,,110.0,62.0,8.0,11.0,,,,,6.0,,8.0,,,74.0,
35020720070102,550,35.0,46.4,27.8,215,,,,,214.0,,,,,,,,,,,,,,214.0,,,17.0,,308,,,88.0,,7.0,28.0,33.0,74.0,20.0,,,,,28.0,,,,,10.0,,12.0,7249.0,163.0,165.0,167.0,143.0,846.0,86.0,11.0,13.0,5.0,16.0,813.0,39.0,,17.0,,16.0,
35020720070103,606,33.0,51644.4,25.5,198,,,,,198.0,,,,,,,,,,,,,,198.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,7.0,,,
35020720070104,598,33.7,32320.7,10.7,218,,,,,218.0,,,,,,,,,,,,,,218.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020730010001,490,58.0,76.6,990.5,214,92.0,38.0,39.0,15.0,14.0,,,,,,,,,,,,,210.0,,,,17.0,,127,,,18.0,,6.0,6.0,51.0,13.0,7.0,,,,,,,,,,13.0,,,61.0,14.0,62.0,59.0,144.0,111.0,14.0,,,10.0,,7.0,,27.0,5.0,,32.0,
35020730010002,444,57.5,68.0,1070.6,184,76.0,32.0,54.0,10.0,,,,,,,,,,,,,,180.0,,,,9.0,,71,,,9.0,,,8.0,17.0,20.0,,,,,,,,,,,,,,34.0,,80.0,69.0,60.0,119.0,5.0,,22.0,,,41.0,,32.0,,,10.0,
35020730010003,642,56.4,135.2,917.9,268,160.0,54.0,31.0,,8.0,,,,,,,,,,,,,261.0,,,7.0,26.0,,299,,,52.0,,,25.0,94.0,43.0,13.0,,,,,13.0,,,,,44.0,,,165.0,,42.0,202.0,295.0,512.0,34.0,6.0,,,26.0,106.0,17.0,,,5.0,102.0,
35020730020001,402,58.1,72.3,1383.3,169,60.0,43.0,31.0,15.0,10.0,,,,,,,,,,,,,164.0,,,5.0,8.0,,46,,,5.0,,,10.0,15.0,7.0,,,,,,,,,,,,,,22.0,,9.0,399.0,38.0,50.0,,,,,,,,,61.0,,10.0,
35020730020002,471,54.3,964.2,444.4,165,99.0,51.0,5.0,,5.0,,,,,,,,,,,,,162.0,,,,5.0,,61,,,6.0,,,9.0,11.0,,26.0,,,,,,,,,,,,,19.0,,,77.0,31.0,5.0,71.0,5.0,,,,21.0,,,,,,
35020730030001,626,41.2,1978.3,78.5,263,,162.0,11.0,,,,,,,86.0,,,,,,,8.0,,247.0,,6.0,5.0,,96,,,,,,,29.0,,22.0,,,,,,,9.0,6.0,,20.0,,,,,,,64.0,,41.0,,7.0,9.0,,,,16.0,26.0,6.0,25.0,
35020730030002,470,43.2,7764.2,125.9,249,,,,116.0,111.0,8.0,,,,5.0,,,,,,,,20.0,222.0,,7.0,,,61,,,,,,,10.0,,25.0,,,,,,,,,,10.0,,,,,,,28.0,,64.0,,,11.0,,,,,6.0,10.0,10.0,
35020730030003,599,40.1,9954.9,74.6,183,,,157.0,,,,12.0,,,,,,,,,,,15.0,156.0,9.0,,7.0,,71,,,,,,,6.0,,35.0,,,5.0,,,,,,,13.0,,,15.0,,,,12.0,,75.0,,,10.0,,26.0,,,16.0,8.0,17.0,
35020730030004,526,38.7,5881.7,58.4,239,,,159.0,,,,,,6.0,73.0,,,,,,,,7.0,231.0,,,5.0,,12,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,6.0,,,5.0,,,,120.0,,,,
35020730030201,431,45.7,19320.7,223.3,246,,246.0,,,,,,,,,,,,,,,,,246.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35020730030202,459,46.4,21002.1,179.2,244,,244.0,,,,,,,,,,,,,,,,,244.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020730030601,606,40.1,54691.7,70.2,223,,,223.0,,,,,,,,,,,,,,,,223.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35020730030602,365,40.7,53874.9,80.4,130,,,130.0,,,,,,,,,,,,,,,,130.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730031001,686,32.1,47630.4,13.6,254,,,,,,,,,,254.0,,,,,,,,,254.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730031002,699,32.9,45140.4,16.5,262,,,,,,,,,,262.0,,,,,,,,,262.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730031003,794,32.0,26686.5,14.4,299,,,,,,,,,,299.0,,,,,,,,,299.0,,,,,19,,,,,,,,,,,,,,,,5.0,,,7.0,,,,,,,,,,,,14.0,,,,11.0,11.0,,9.0,
35020730040001,460,39.6,3482.9,70.7,97,,,29.0,21.0,13.0,13.0,7.0,5.0,,,,,,,,,14.0,54.0,22.0,,7.0,6.0,,63,,,,,,6.0,28.0,,6.0,,,,,,,,,,12.0,,,9.0,,,29.0,88.0,9.0,16.0,,,,,,,,19.0,,28.0,
35020730040002,555,39.6,5374.1,77.1,98,,,43.0,,15.0,15.0,5.0,12.0,,,,,,,,,,57.0,,32.0,9.0,9.0,,129,,,6.0,,,,22.0,,57.0,,,,,,,,,11.0,18.0,,,12.0,,,25.0,69.0,,133.0,,,5.0,,,,10.0,10.0,25.0,30.0,
35020730040003,422,47.3,237.0,477.8,112,19.0,27.0,23.0,8.0,13.0,7.0,6.0,,,,,,,,,,,100.0,,,12.0,23.0,,165,,,36.0,,,23.0,57.0,11.0,10.0,,,,,7.0,,,,,14.0,,,183.0,,5.0,175.0,213.0,64.0,27.0,,,,,36.0,36.0,,5.0,,19.0,
35020730040004,449,39.3,6762.8,72.0,131,,,5.0,,73.0,8.0,,7.0,,,,32.0,,,,,30.0,30.0,71.0,,,6.0,,27,,,,,,7.0,,,,,,,,,,,7.0,,5.0,,,9.0,,,28.0,8.0,,5.0,,,,,,,,169.0,,7.0,
35020730040005,429,48.7,4281.5,371.4,267,,,225.0,6.0,,,,,,11.0,,11.0,,,,,9.0,33.0,210.0,9.0,6.0,8.0,,50,,,12.0,,,,13.0,,,,,,,,,,,,7.0,,,38.0,,,36.0,43.0,,11.0,,,7.0,9.0,,,26.0,17.0,,14.0,
35020730040301,514,48.8,20732.4,396.2,310,,,310.0,,,,,,,,,,,,,,,,310.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35020730040501,329,46.6,42954.6,306.7,257,,,257.0,,,,,,,,,,,,,,,,257.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35020740010001,449,42.8,1025.7,127.7,123,11.0,7.0,43.0,11.0,5.0,11.0,,28.0,,,,,,,,,11.0,41.0,31.0,24.0,16.0,37.0,,289,,,5.0,,,5.0,36.0,,178.0,,,,5.0,,,,,10.0,31.0,,,19.0,9.0,60.0,197.0,91.0,,544.0,,19.0,,14.0,8.0,22.0,13.0,28.0,18.0,71.0,
35020740010002,450,43.1,21479.9,219.2,224,,,211.0,,,,,6.0,,,,,,,,,,13.0,210.0,,,,,22,,,,,,,,,,,,,,,,,,,,,,8.0,,,26.0,16.0,,10.0,,,,,,,,10.0,,,
35020740010003,480,37.8,13491.1,44.1,189,,,,129.0,10.0,6.0,,,18.0,,,,23.0,,,,18.0,17.0,152.0,,,,,20,,,,,,,6.0,,8.0,,,,,,,,,,,,,,,,,22.0,,12.0,,,,9.0,,,,,,,
35020740010004,417,33.9,832.3,33.8,58,,,16.0,11.0,,,6.0,,,,,,,16.0,,,8.0,16.0,15.0,16.0,,47.0,,87,,,6.0,,,8.0,22.0,,20.0,,,5.0,,,,,,,14.0,,,18.0,,,39.0,77.0,,38.0,,,6.0,,28.0,,,20.0,6.0,23.0,
35020740010101,549,46.2,44921.4,183.1,218,,,218.0,,,,,,,,,,,,,,,,218.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740010102,549,46.9,37115.2,220.3,223,,,223.0,,,,,,,,,,,,,,,,223.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,7.0,,5.0,,,,,,
35020740010201,482,48.9,37714.3,371.0,199,,,199.0,,,,,,,,,,,,,,,,199.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740010202,468,47.4,42257.7,224.0,206,,,206.0,,,,,,,,,,,,,,,,206.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35020740010601,553,33.7,60414.0,18.8,223,,,,223.0,,,,,,,,,,,,,,,223.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35020740010801,514,43.2,54465.7,109.3,328,,,328.0,,,,,,,,,,,,,,,,328.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35020740020001,585,49.9,11084.3,415.4,280,,245.0,28.0,,,,,,,,,,,,,,,10.0,191.0,77.0,,,,17,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,18.0,,,5.0,,,,12.0,,,7.0,
35020740020002,177,61.0,80.4,1157.1,24,10.0,,7.0,,,,,,,,,,,,,,,22.0,,,,35.0,,66,,,,,,,10.0,,38.0,,,,,,,5.0,,,,,,,,,86.0,30.0,,173.0,,,5.0,,,,10.0,144.0,,6.0,
35020740020003,516,35.9,1840.2,520.0,123,13.0,9.0,26.0,34.0,25.0,6.0,,,,,,,,,,,42.0,75.0,,,6.0,6.0,,158,,,5.0,,,,29.0,,42.0,,,,,,,39.0,,,24.0,,,11.0,,,21.0,61.0,,101.0,,13.0,,42.0,,,235.0,10.0,11.0,31.0,
35020740020005,375,28.5,8990.2,500.0,51,,,,28.0,18.0,,,,,,,,,,,,,50.0,,,,18.0,,66,,,,,,,21.0,,18.0,,,,,,,,6.0,7.0,9.0,,,,,,,82.0,,54.0,,,,11.0,18.0,,,25.0,12.0,13.0,
35020740020006,543,43.7,11496.4,193.8,209,,204.0,,,,,,,,,,,,,,,,7.0,200.0,,,8.0,,56,,,,,,,21.0,,6.0,,,,,,,,,,11.0,,,,,,,42.0,,48.0,,9.0,,,,,,18.0,5.0,21.0,
35020740020007,487,36.4,1698.1,56.1,51,,,5.0,11.0,7.0,,,,17.0,,,,,,,,17.0,22.0,,,12.0,139.0,,178,,,5.0,,,,33.0,,79.0,,,,5.0,8.0,,5.0,,23.0,15.0,,,8.0,,,,161.0,,222.0,,,,24.0,18.0,,8.0,15.0,47.0,27.0,
35020740020008,376,29.1,18466.8,175.0,50,,,,33.0,13.0,,,,,,,,,,,,,50.0,,,,,,56,,,,,,,9.0,,14.0,,,,,,,9.0,,,21.0,,,,,,,21.0,,33.0,,,,,,,18.0,,,23.0,
35020740020101,754,41.2,36464.8,94.6,379,,,,379.0,,,,,,,,,,,,,,,379.0,,,,,16,,,,,,,5.0,,,,,,,,,,,,,,,,,,,6.0,,5.0,,,7.0,8.0,,,,,,,
35020740020201,589,41.4,37942.1,62.8,202,,,202.0,,,,,,,,,,,,,,,,202.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020740020202,597,39.4,44881.0,54.4,195,,,195.0,,,,,,,,,,,,,,,,195.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,6.0,,,
35020740020301,533,41.0,53507.0,90.6,169,,,169.0,,,,,,,,,,,,,,,,169.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35020740020302,505,37.6,41093.5,41.2,155,,,155.0,,,,,,,,,,,,,,,,155.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,56.0,,,
35020740020401,512,44.9,26286.2,170.2,186,,,186.0,,,,,,,,,,,,,,,,186.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,8.0,,,,,5.0,,,
35020740020501,371,38.1,54713.7,37.5,113,,,113.0,,,,,,,,,,,,,,,,113.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35020740020502,431,34.7,51429.5,29.3,133,,,133.0,,,,,,,,,,,,,,,,133.0,,,,,7,,,,,,,,,,,,5.0,,,,,,,,,,,,,,7.0,,,,,12.0,,,,,,,,
35020740020601,387,37.6,64515.1,58.0,153,,,153.0,,,,,,,,,,,,,,,,153.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35020740020602,639,39.8,49883.3,80.6,283,,,283.0,,,,,,,,,,,,,,,,283.0,,,,,28,,,,,,,11.0,,13.0,,,,,,,,,,,,,,,,,19.0,,24.0,,,,,,,,,,,
35020740020603,565,40.4,51229.7,67.0,222,,,222.0,,,,,,,,,,,,,,,,222.0,,,,,16,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,5.0,,6.0,11.0,,,,,,,,
35020740020701,927,36.1,73862.4,35.2,338,,,338.0,,,,,,,,,,,,,,,,338.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,
35020740020702,646,35.3,51098.8,37.8,224,,,224.0,,,,,,,,,,,,,,,,224.0,,,,,27,,,,,,,11.0,,,,,,,,,6.0,,,,,,,,,,24.0,,,,,10.0,,,,10.0,12.0,,5.0,
35020740020801,366,36.5,54733.1,30.9,121,,,121.0,,,,,,,,,,,,,,,,121.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35020740020802,530,38.6,59087.0,57.1,188,,,188.0,,,,,,,,,,,,,,,,188.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
