,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_016,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35020720050001,247,44.7,7.2,228.6,9,,,,,,,,,,,,,,,,,,,5.0,,,,221.0,,1869,,,853.0,33.0,14.0,96.0,266.0,285.0,144.0,9.0,,41.0,49.0,35.0,7.0,6.0,,10.0,14.0,,,9384.0,252.0,123.0,652.0,531.0,1125.0,471.0,27.0,22.0,57.0,482.0,229.0,287.0,38.0,14.0,15.0,51.0,
35020720050002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720060001,559,49.3,7840.5,316.0,230,17.0,189.0,7.0,,,,,12.0,,,,,,,,,,,43.0,,184.0,,14.0,,77,,,6.0,,,,30.0,,19.0,,,,,,,,,,7.0,,,29.0,,,5.0,61.0,,28.0,,5.0,,,,,,,,8.0,
35020720060002,410,44.8,6521.4,213.0,121,,,92.0,,6.0,,5.0,9.0,,,,,,,,,,,29.0,89.0,,,11.0,,414,,,,,,356.0,13.0,5.0,20.0,,,,,,,,,,10.0,,,,,,436.0,49.0,8.0,34.0,,,9.0,,,,,,,16.0,
35020720060003,632,31.4,510.5,531.3,114,30.0,32.0,7.0,43.0,,,,,,,,,,,,,,43.0,67.0,,,,,,42,,,9.0,,,,15.0,,,,,,,,,,,,8.0,,,17.0,,,,24.0,,,,,,,,,68.0,,,15.0,
35020720060004,463,52.0,6430.0,448.5,219,32.0,133.0,40.0,5.0,,,,,,,,,,,,,,,68.0,27.0,115.0,9.0,,,67,,,,,,,15.0,,12.0,,,,,5.0,,6.0,,,18.0,,,,,7.0,5.0,27.0,,17.0,,,,,13.0,,7.0,13.0,,20.0,
35020720060005,449,45.2,1773.2,295.5,146,,,100.0,,10.0,5.0,5.0,,14.0,,,,,,,,,,29.0,90.0,12.0,15.0,42.0,,336,,,8.0,,,26.0,100.0,8.0,106.0,,,12.0,,14.0,,,13.0,11.0,29.0,5.0,,27.0,,,61.0,193.0,16.0,220.0,5.0,8.0,16.0,19.0,153.0,,,136.0,16.0,66.0,
35020720060006,411,45.4,3444.2,204.2,112,,,76.0,11.0,8.0,,,5.0,,,,,,,,,,6.0,29.0,52.0,10.0,15.0,14.0,,479,,,16.0,,,270.0,68.0,,60.0,,,,,11.0,,,7.0,11.0,22.0,,,34.0,,,296.0,189.0,,105.0,,17.0,12.0,,14.0,,5.0,67.0,14.0,29.0,
35020720060007,393,50.7,776.0,468.0,121,12.0,13.0,65.0,22.0,,,,,,,,,,,,,,10.0,47.0,26.0,35.0,,,,62,,,,,,,13.0,,6.0,,,,,,,10.0,7.0,,6.0,,,,,,,20.0,72.0,11.0,,,8.0,,7.0,96.0,138.0,48.0,12.0,11.0,
35020720060008,387,54.6,19899.1,493.3,151,,,147.0,,,,,,,,,,,,,,,,,147.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,
35020720060009,505,46.4,2659.8,219.6,115,8.0,81.0,22.0,,,,,,,,,,,,,,,,74.0,,38.0,,102.0,,70,,,10.0,,,5.0,21.0,8.0,,,,,,,,,,,12.0,,,42.0,,5.0,6.0,65.0,33.0,5.0,,,,14.0,8.0,,10.0,24.0,,33.0,
35020720060010,571,34.5,4708.2,23.8,6,,,,,,,,,,,,,,,,,,,6.0,,,,251.0,,33,,,,,,9.0,,,,,,5.0,,,,,,,,,,12.0,,,42.0,9.0,,,,,6.0,,,,,,,10.0,
35020720060011,534,42.3,9813.9,119.1,165,,,131.0,9.0,,7.0,,9.0,,,,,,,,,,,33.0,126.0,,6.0,8.0,,90,,,,,,6.0,11.0,,41.0,,,,,,,,,13.0,9.0,,,,,,10.0,19.0,,65.0,,,6.0,,,,,5.0,16.0,12.0,
35020720060101,497,41.4,44821.1,96.7,222,,,222.0,,,,,,,,,,,,,,,,,222.0,,,,,14,,,,,,,6.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,
35020720060102,600,43.4,58643.7,107.1,226,,,226.0,,,,,,,,,,,,,,,,,226.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720060103,543,40.8,47115.6,87.2,195,,,195.0,,,,,,,,,,,,,,,,,195.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35020720060201,441,39.4,30916.7,75.3,172,,,,172.0,,,,,,,,,,,,,,,,172.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,12.0,,,,,7.0,,,
35020720060202,436,42.0,30648.2,86.4,194,,,,194.0,,,,,,,,,,,,,,,,194.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720060203,572,41.2,40393.3,81.3,239,,,,239.0,,,,,,,,,,,,,,,,239.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720060501,445,40.2,34099.1,74.6,154,,,,154.0,,,,,,,,,,,,,,,,154.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
35020720060502,367,40.3,35342.1,62.2,121,,,,121.0,,,,,,,,,,,,,,,,121.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35020720060601,583,42.2,63808.3,100.0,212,,,212.0,,,,,,,,,,,,,,,,,212.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35020720060602,333,45.5,23019.7,200.0,162,,,160.0,,,,,,,,,,,,,,,,,159.0,,,,,17,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,
35020720060801,314,37.7,61108.1,50.8,104,,,,104.0,,,,,,,,,,,,,,,,104.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720061001,314,44.9,36397.3,192.9,243,,,36.0,,207.0,,,,,,,,,,,,,,,243.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35020720061201,380,41.4,90319.3,95.1,155,,,155.0,,,,,,,,,,,,,,,,,155.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35020720061202,407,46.2,53030.3,245.9,165,,,165.0,,,,,,,,,,,,,,,,,165.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720061401,370,46.2,49661.9,184.8,214,,,,214.0,,,,,,,,,,,,,,,,214.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35020720061402,513,45.7,57241.1,170.6,291,,,,291.0,,,,,,,,,,,,,,,,291.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020720070007,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35020720070101,655,37.5,2466.6,50.7,244,,,,,242.0,,,,,,,,,,,,,,,242.0,,,5.0,,65,,,10.0,,,6.0,26.0,,7.0,,,,,,,,,,6.0,,,28.0,,,110.0,51.0,12.0,13.0,,,,,,,,,,76.0,
35020720070102,479,36.2,40.5,37.3,218,,,,,217.0,,,,,,,,,,,,,,,217.0,,,16.0,,585,,,102.0,5.0,9.0,62.0,38.0,274.0,27.0,,,9.0,5.0,33.0,,,,,10.0,,,7241.0,324.0,128.0,202.0,142.0,1086.0,118.0,,10.0,10.0,30.0,765.0,38.0,,18.0,,14.0,
35020720070103,621,33.7,52922.7,29.6,204,,,,,204.0,,,,,,,,,,,,,,,204.0,,,,,17,,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,5.0,8.0,,,,14.0,,,,,7.0,,,
35020720070104,585,35.2,31618.1,17.1,218,,,,,218.0,,,,,,,,,,,,,,,218.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730010001,510,57.1,79.7,1055.0,212,91.0,36.0,39.0,15.0,14.0,,,,,,,,,,,,,,208.0,,,,19.0,,344,,,27.0,5.0,10.0,91.0,65.0,101.0,7.0,,,9.0,,8.0,,,,,14.0,,,80.0,13.0,60.0,171.0,148.0,143.0,12.0,,,13.0,,23.0,,16.0,,5.0,29.0,
35020730010002,425,57.8,65.1,994.4,181,75.0,30.0,54.0,10.0,,,,,,,,,,,,,,,177.0,,,,11.0,,206,,,12.0,,,20.0,27.0,126.0,,,,,,,,,,,,,,42.0,,43.0,66.0,67.0,219.0,,,21.0,,,44.0,,18.0,,,12.0,
35020730010003,618,57.5,130.2,1023.1,267,157.0,53.0,31.0,5.0,8.0,,,,,,,,,,,,,,260.0,,,7.0,27.0,,769,,,65.0,5.0,5.0,79.0,135.0,394.0,14.0,,,,,15.0,,,,,46.0,,,217.0,5.0,275.0,260.0,338.0,676.0,34.0,5.0,,,18.0,57.0,21.0,,,,86.0,
35020730020001,410,58.2,73.7,1423.1,169,61.0,43.0,31.0,14.0,10.0,,,,,,,,,,,,,,164.0,,,5.0,11.0,,341,,,7.0,,,252.0,23.0,46.0,,,,,,,,,,,,,,21.0,,6.0,308.0,44.0,96.0,,,,,,,,,57.0,,8.0,
35020730020002,427,54.8,874.1,516.1,160,94.0,51.0,5.0,,5.0,,,,,,,,,,,,,,158.0,,,,,,81,,,9.0,,,13.0,14.0,,27.0,,,,,,,,,,,,,22.0,,,63.0,35.0,6.0,53.0,9.0,,,,23.0,,,,,,
35020730030001,571,43.0,1804.4,109.6,252,,166.0,9.0,,,,,,,75.0,,,,,,,,6.0,,240.0,,,5.0,,108,,,,,,,30.0,,25.0,,,,,,,10.0,6.0,,21.0,,,,,,9.0,53.0,,42.0,,7.0,9.0,,,,15.0,25.0,5.0,25.0,
35020730030002,476,43.9,7863.3,182.6,248,,,,124.0,104.0,8.0,,,,,,,,,,,,,20.0,223.0,,5.0,6.0,,95,,,,,,8.0,23.0,,29.0,,,5.0,,,,,,5.0,11.0,,,8.0,,,13.0,35.0,5.0,49.0,,,9.0,,,,,9.0,9.0,11.0,
35020730030003,583,41.0,9689.0,100.0,182,,,157.0,,,,11.0,,,,,,,,,,,,15.0,156.0,8.0,,6.0,,88,,,,,,,12.0,,41.0,,,6.0,,,,,,,14.0,,,14.0,,,,21.0,,63.0,,,10.0,,26.0,,17.0,11.0,7.0,18.0,
35020730030004,485,39.2,5423.2,64.3,236,,,163.0,,,,,,6.0,66.0,,,,,,,,,7.0,228.0,,,,,21,,,,,,,,,,,,,,,,,,,,,,7.0,,,8.0,,,6.0,,,5.0,,,,105.0,,,,
35020730030201,398,48.4,17841.4,378.9,246,,246.0,,,,,,,,,,,,,,,,,,246.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35020730030202,448,47.7,20498.8,223.3,241,,241.0,,,,,,,,,,,,,,,,,,241.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730030601,589,41.2,53157.4,91.7,218,,,218.0,,,,,,,,,,,,,,,,,218.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35020730030602,341,42.4,50332.4,102.3,127,,,127.0,,,,,,,,,,,,,,,,,127.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730031001,530,33.6,36799.0,16.1,211,,,,,,,,,,211.0,,,,,,,,,,211.0,,,,,12,,,,,,,6.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
35020730031002,572,33.2,36938.9,15.5,221,,,,,,,,,,221.0,,,,,,,,,,221.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020730031003,695,33.5,23359.1,18.0,261,,,,,,,,,,261.0,,,,,,,,,,261.0,,,,,25,,,,,,,,,,,,,,,,,,,7.0,,,,,,,6.0,,,,,9.0,,,,5.0,13.0,,8.0,
35020730040001,485,39.6,3672.2,78.0,94,,,26.0,18.0,15.0,13.0,7.0,5.0,,,,,,,,,,11.0,55.0,21.0,,7.0,7.0,,116,,,12.0,,,24.0,43.0,5.0,7.0,,,,,,,,,,13.0,,,43.0,,,63.0,113.0,8.0,13.0,,,,10.0,,,,23.0,,28.0,
35020730040002,517,40.5,5006.2,105.1,99,,,44.0,,15.0,15.0,5.0,12.0,,,,,,,,,,,58.0,,32.0,9.0,8.0,,155,,,6.0,,,7.0,31.0,,59.0,,,6.0,,,,,,14.0,18.0,,,11.0,,7.0,18.0,74.0,,99.0,,,7.0,10.0,,,9.0,10.0,26.0,25.0,
35020730040003,401,47.7,225.2,553.3,109,20.0,25.0,22.0,8.0,12.0,7.0,5.0,,,,,,,,,,,,99.0,,,10.0,25.0,,279,,,51.0,5.0,,41.0,77.0,59.0,10.0,,,6.0,,7.0,,,,,15.0,,,278.0,5.0,7.0,305.0,198.0,87.0,15.0,,,7.0,,14.0,35.0,,5.0,,25.0,
35020730040004,442,39.5,6657.4,68.6,128,,,5.0,,70.0,8.0,,7.0,,,,32.0,,,,,,30.0,30.0,68.0,,,6.0,,49,,,,,,10.0,13.0,,6.0,,,,,,,,7.0,,7.0,,,11.0,,,34.0,16.0,,10.0,,,,,,,,203.0,,8.0,
35020730040005,417,50.2,4161.7,473.7,258,,,212.0,6.0,,,,,,16.0,,10.0,,,,,,14.0,33.0,197.0,8.0,6.0,8.0,,86,,,14.0,,,9.0,30.0,6.0,,,,,,,,,,,8.0,,,30.0,,,47.0,66.0,14.0,8.0,,,8.0,8.0,10.0,,32.0,16.0,,16.0,
35020730040301,507,50.0,20450.1,481.8,321,,,321.0,,,,,,,,,,,,,,,,,321.0,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,11.0,,,,,,,,
35020730040501,325,48.3,42432.3,510.0,255,,,255.0,,,,,,,,,,,,,,,,,255.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35020740010001,414,43.7,945.8,150.0,119,8.0,6.0,44.0,10.0,5.0,11.0,,28.0,,,,,,,,,,11.0,37.0,33.0,24.0,14.0,35.0,,339,,,5.0,,,8.0,47.0,,199.0,,,7.0,,6.0,,5.0,,9.0,34.0,,,14.0,10.0,54.0,198.0,96.0,,447.0,,11.0,8.0,6.0,8.0,20.0,7.0,23.0,13.0,77.0,
35020740010002,455,44.7,21718.6,355.6,240,,,226.0,,,,,6.0,,,,,,,,,,,13.0,225.0,,,,,47,,,,,,9.0,7.0,12.0,6.0,,,,,,,,,,,,,,,,32.0,23.0,14.0,9.0,,,,5.0,,,,10.0,,,
35020740010003,445,39.2,12507.3,60.4,183,,,,121.0,10.0,6.0,,,19.0,,,,23.0,,,,,19.0,17.0,144.0,,,,,35,,,,,,,10.0,,13.0,,,,,,,,,,,,,,,,,22.0,,23.0,,,,11.0,,,,9.0,,,
35020740010004,415,32.9,828.3,27.8,60,,,16.0,11.0,,,6.0,,,,,,,16.0,,,,8.0,17.0,15.0,16.0,,69.0,,133,,,10.0,,,21.0,33.0,,30.0,,,6.0,,,,,,,17.0,,,28.0,,,77.0,79.0,,38.0,,,8.0,9.0,21.0,,,16.0,,25.0,
35020740010101,546,46.2,44675.9,180.3,210,,,210.0,,,,,,,,,,,,,,,,,210.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740010102,523,48.1,35357.4,274.0,222,,,222.0,,,,,,,,,,,,,,,,,222.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,6.0,,,,,,
35020740010201,470,49.6,36775.4,418.5,202,,,202.0,,,,,,,,,,,,,,,,,202.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740010202,460,47.9,41535.4,254.2,202,,,202.0,,,,,,,,,,,,,,,,,202.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35020740010601,513,34.9,56044.1,26.9,218,,,,218.0,,,,,,,,,,,,,,,,218.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35020740010801,479,45.4,50756.9,193.5,319,,,319.0,,,,,,,,,,,,,,,,,319.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35020740020001,586,50.9,11103.2,521.2,286,,250.0,30.0,,,,,,,,,,,,,,,,11.0,197.0,78.0,,,,23,,,,,,,,,5.0,,,5.0,,,,,,,5.0,,,7.0,,,46.0,,,21.0,,,6.0,,,,13.0,,,6.0,
35020740020002,367,71.0,166.8,4200.0,21,9.0,,5.0,,,,,,,,,,,,,,,,20.0,,,,39.0,,94,,,,,,5.0,12.0,12.0,37.0,,,9.0,,,,,,,9.0,,,,,,33.0,35.0,13.0,148.0,,,15.0,,,,5.0,143.0,,24.0,
35020740020003,574,34.7,2047.0,463.6,126,12.0,9.0,30.0,33.0,26.0,6.0,,,,,,,,,,,,44.0,75.0,,,7.0,7.0,,186,,,6.0,,,6.0,36.0,,49.0,,,6.0,6.0,,,38.0,,,24.0,,,8.0,,,59.0,59.0,,90.0,,13.0,7.0,180.0,,,247.0,19.0,9.0,31.0,
35020740020005,424,27.1,10164.9,350.0,50,,,,27.0,18.0,,,,,,,,,,,,,,50.0,,,,23.0,,75,,,,,,,22.0,,19.0,,,,,,,,6.0,6.0,9.0,,,,,,,79.0,,37.0,,,,13.0,18.0,,,24.0,7.0,12.0,
35020740020006,497,45.6,10522.5,303.3,204,,199.0,,,,,,,,,,,,,,,,,7.0,195.0,,,9.0,,71,,,,,,,25.0,,6.0,,,5.0,,,,,,,12.0,,,5.0,,,6.0,45.0,,43.0,,9.0,6.0,6.0,,,,19.0,5.0,12.0,
35020740020007,577,35.4,2011.9,74.5,50,,,5.0,11.0,7.0,,,,16.0,,,,,,,,,16.0,22.0,,,12.0,145.0,,218,,,9.0,,,6.0,47.0,,85.0,,,9.0,6.0,9.0,,5.0,,23.0,17.0,,,13.0,,,14.0,91.0,,178.0,,,16.0,23.0,10.0,,8.0,18.0,34.0,29.0,
35020740020008,427,27.3,20971.6,128.6,50,,,,33.0,13.0,,,,,,,,,,,,,,50.0,,,,,,57,,,,,,,9.0,,15.0,,,,,,,7.0,,,23.0,,,,,,,11.0,,29.0,,,,,,,11.0,,,24.0,
35020740020101,715,43.3,34578.7,142.3,377,,,,377.0,,,,,,,,,,,,,,,,377.0,,,,,24,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,11.0,,6.0,,,14.0,8.0,,,,,,,
35020740020201,589,42.1,37942.1,76.5,203,,,203.0,,,,,,,,,,,,,,,,,203.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740020202,591,40.3,44429.9,64.5,191,,,191.0,,,,,,,,,,,,,,,,,191.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,11.0,,,,,6.0,,,
35020740020301,508,42.1,50997.2,86.7,165,,,165.0,,,,,,,,,,,,,,,,,165.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,
35020740020302,496,38.8,40361.2,53.3,153,,,153.0,,,,,,,,,,,,,,,,,153.0,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,56.0,7.0,,
35020740020401,512,45.6,26286.2,212.8,190,,,190.0,,,,,,,,,,,,,,,,,190.0,,,,,25,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,10.0,,,,,12.0,,,,,5.0,,,
35020740020501,376,38.4,55451.0,43.2,112,,,112.0,,,,,,,,,,,,,,,,,112.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740020502,420,35.2,50116.9,28.4,130,,,130.0,,,,,,,,,,,,,,,,,130.0,,,,,12,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,16.0,,,,,11.0,,,,,,,,
35020740020601,401,37.0,66849.0,45.0,161,,,161.0,,,,,,,,,,,,,,,,,161.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35020740020602,579,41.9,45199.5,100.0,282,,,282.0,,,,,,,,,,,,,,,,,282.0,,,,,28,,,,,,,10.0,,13.0,,,,,,,,,,,,,,,,,19.0,,18.0,,,,,,,,,,,
35020740020603,541,41.6,49053.6,90.1,224,,,224.0,,,,,,,,,,,,,,,,,224.0,,,,,20,,,,,,,5.0,,,,,7.0,,,,,,,,,,,,,,5.0,,,,6.0,12.0,,,,,,,,
35020740020701,931,36.1,74181.1,39.5,335,,,335.0,,,,,,,,,,,,,,,,,335.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35020740020702,617,35.5,48804.9,36.1,218,,,218.0,,,,,,,,,,,,,,,,,218.0,,,,,31,,,,,,,13.0,,,,,,,,,5.0,,,,,,,,,,29.0,,,,,10.0,,,,7.0,12.0,,,
35020740020801,359,37.0,53686.3,45.3,118,,,118.0,,,,,,,,,,,,,,,,,118.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35020740020802,520,39.9,57972.2,73.2,190,,,190.0,,,,,,,,,,,,,,,,,190.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740020803,379,39.1,51173.5,62.3,138,,,138.0,,,,,,,,,,,,,,,,,138.0,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,14.0,,,
35020740020901,567,39.7,44745.7,61.7,237,,,237.0,,,,,,,,,,,,,,,,,237.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
35020740021001,726,36.4,11898.5,48.7,276,,,276.0,,,,,,,,,,,,,,,,,276.0,,,,,224,,,,,,,136.0,,15.0,,,,,,,30.0,9.0,,20.0,,,,,,,279.0,,28.0,,20.0,,,,,206.0,46.0,15.0,25.0,
35020740021002,737,35.2,35285.7,38.9,270,,,270.0,,,,,,,,,,,,,,,,,270.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35020740021003,578,37.5,102826.6,51.0,229,,,229.0,,,,,,,,,,,,,,,,,229.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740021101,589,40.6,65629.1,88.4,283,,,,283.0,,,,,,,,,,,,,,,,283.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740021102,447,46.6,44329.0,230.0,265,,,,265.0,,,,,,,,,,,,,,,,265.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740021103,597,41.6,61117.0,93.8,272,,,,272.0,,,,,,,,,,,,,,,,272.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35020740021104,335,39.7,75304.9,68.1,155,,,,155.0,,,,,,,,,,,,,,,,155.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
35020740021701,855,38.2,40061.7,44.0,280,,,,,280.0,,,,,,,,,,,,,,,280.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35020740021801,375,38.6,30888.6,49.3,124,,,,,124.0,,,,,,,,,,,,,,,124.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740021802,491,35.0,46908.9,16.0,160,,,,,160.0,,,,,,,,,,,,,,,160.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,21.0,,,
35020740021901,443,42.2,41847.4,120.3,189,,,,189.0,,,,,,,,,,,,,,,,189.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35020740021902,518,43.4,37184.5,128.6,219,,,,219.0,,,,,,,,,,,,,,,,219.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740021903,509,43.5,26008.7,134.8,211,,,,211.0,,,,,,,,,,,,,,,,211.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,12.0,,,
35020740022001,430,38.1,26016.6,58.0,188,,,,188.0,,,,,,,,,,,,,,,,188.0,,,,,22,,,,,,,5.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
35020740022002,421,40.7,45508.4,78.5,144,,,,144.0,,,,,,,,,,,,,,,,144.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,9.0,,,
35020740022003,492,39.1,61723.1,54.8,184,,,,184.0,,,,,,,,,,,,,,,,184.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022004,471,36.8,39462.4,47.8,222,,,,222.0,,,,,,,,,,,,,,,,222.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022101,420,36.1,44916.2,25.6,167,,,,167.0,,,,,,,,,,,,,,,,167.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022102,472,34.6,57531.7,20.7,179,,,,179.0,,,,,,,,,,,,,,,,179.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,40.0,,,,,18.0,,,
35020740022103,522,36.0,33953.6,39.2,242,,,,242.0,,,,,,,,,,,,,,,,242.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022104,424,38.1,40481.7,52.3,179,,,,179.0,,,,,,,,,,,,,,,,179.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022105,471,36.8,46642.5,36.7,203,,,,203.0,,,,,,,,,,,,,,,,203.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020740022106,495,39.1,38645.6,71.3,230,,,,230.0,,,,,,,,,,,,,,,,230.0,,,,,18,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,6.0,,,,
35020740022301,422,38.4,29421.1,42.3,136,,,,,136.0,,,,,,,,,,,,,,,136.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
